x0,814e83b033ed118e7e1698344cd1daea6175278fbd3f61c13fdcdf08c8a9dabd
Era,1,Eratimeout,300
"00000000000000000000000000000000000000000000000000000000000004ad",9,6988,2631632
"00000000000000000000000000000000000000000000000000000000000004b1",4,15262,2646894
"00000000000000000000000000000000000000000000000000000000000004b2",1,77,2646971
"00000000000000000000000000000000000000000000000000000000000004d6",36,21649,2668620
"00000000000000000000000000000000000000000000000000000000000004f8",34,10401,2679021
"0000000000000000000000000000000000000000000000000000000000000500",7,5701,2684722
"0000000000000000000000000000000000000000000000000000000000000514",20,9235,2693957
"0000000000000000000000000000000000000000000000000000000000000550",60,336812,3030769
"000000000000000000000000000000000000000000000000000000000000055a",10,8787,3039556
"000000000000000000000000000000000000000000000000000000000000057f",37,340148,3379704
"00000000000000000000000000000000000000000000000000000000000005c0",65,362284,3741988
"00000000000000000000000000000000000000000000000000000000000005c3",3,438,3742426
"00000000000000000000000000000000000000000000000000000000000005cc",9,1230,3743656
"00000000000000000000000000000000000000000000000000000000000005cf",3,416,3744072
"00000000000000000000000000000000000000000000000000000000000005d2",3,398,3744470
"00000000000000000000000000000000000000000000000000000000000005f1",31,10325,3754795
"00000000000000000000000000000000000000000000000000000000000005f8",7,23737,3778532
"0000000000000000000000000000000000000000000000000000000000000608",15,39439,3817971
"0000000000000000000000000000000000000000000000000000000000000622",26,165153,3983124
"0000000000000000000000000000000000000000000000000000000000000633",17,62496,4045620
"000000000000000000000000000000000000000000000000000000000000065a",39,278861,4324481
"000000000000000000000000000000000000000000000000000000000000065c",2,247,4324728
"0000000000000000000000000000000000000000000000000000000000000685",41,120493,4445221
"0000000000000000000000000000000000000000000000000000000000000688",3,27250,4472471
"00000000000000000000000000000000000000000000000000000000000006b4",44,124090,4596561
"00000000000000000000000000000000000000000000000000000000000006b7",3,4889,4601450
"000000000000000000000000000000000000000000000000000000000000070f",87,147101,4748551
"0000000000000000000000000000000000000000000000000000000000000714",5,34014,4782565
"000000000000000000000000000000000000000000000000000000000000073c",40,65062,4847627
"0000000000000000000000000000000000000000000000000000000000000741",5,9096,4856723
"000000000000000000000000000000000000000000000000000000000000074d",12,16756,4873479
"0000000000000000000000000000000000000000000000000000000000000755",8,5994,4879473
"0000000000000000000000000000000000000000000000000000000000000761",12,6812,4886285
"0000000000000000000000000000000000000000000000000000000000000763",2,670,4886955
"000000000000000000000000000000000000000000000000000000000000077a",23,28422,4915377
"000000000000000000000000000000000000000000000000000000000000078d",19,30896,4946273
"0000000000000000000000000000000000000000000000000000000000000799",12,11569,4957842
"000000000000000000000000000000000000000000000000000000000000079b",2,2852,4960694
"00000000000000000000000000000000000000000000000000000000000007b1",22,89076,5049770
"00000000000000000000000000000000000000000000000000000000000007b4",3,13696,5063466
"00000000000000000000000000000000000000000000000000000000000007b6",2,22504,5085970
"00000000000000000000000000000000000000000000000000000000000007d2",28,55919,5141889
"00000000000000000000000000000000000000000000000000000000000007dc",10,45406,5187295
"0000000000000000000000000000000000000000000000000000000000000802",37,147871,5335166
"0000000000000000000000000000000000000000000000000000000000000809",7,1667,5336833
"000000000000000000000000000000000000000000000000000000000000082d",36,4597,5341430
"0000000000000000000000000000000000000000000000000000000000000857",42,62860,5404290
"000000000000000000000000000000000000000000000000000000000000086f",24,10169,5414459
"0000000000000000000000000000000000000000000000000000000000000873",4,7544,5422003
"0000000000000000000000000000000000000000000000000000000000000877",4,305,5422308
"000000000000000000000000000000000000000000000000000000000000087c",5,378,5422686
"000000000000000000000000000000000000000000000000000000000000088b",15,8331,5431017
"0000000000000000000000000000000000000000000000000000000000000890",5,7071,5438088
"0000000000000000000000000000000000000000000000000000000000000892",2,1647,5439735
"00000000000000000000000000000000000000000000000000000000000008c3",49,31018,5470753
"0000000000000000000000000000000000000000000000000000000000000907",67,50259,5521012
"0000000000000000000000000000000000000000000000000000000000000911",10,28240,5549252
"000000000000000000000000000000000000000000000000000000000000092c",27,77042,5626294
"000000000000000000000000000000000000000000000000000000000000092e",2,155,5626449
"000000000000000000000000000000000000000000000000000000000000093f",17,9997,5636446
"0000000000000000000000000000000000000000000000000000000000000945",6,589,5637035
"000000000000000000000000000000000000000000000000000000000000094e",9,50225,5687260
"0000000000000000000000000000000000000000000000000000000000000955",7,529,5687789
"0000000000000000000000000000000000000000000000000000000000000999",68,105549,5793338
"00000000000000000000000000000000000000000000000000000000000009d4",59,31162,5824500
"00000000000000000000000000000000000000000000000000000000000009d7",3,9241,5833741
"00000000000000000000000000000000000000000000000000000000000009df",8,17711,5851452
"0000000000000000000000000000000000000000000000000000000000000a0e",46,64870,5916322
"0000000000000000000000000000000000000000000000000000000000000a10",2,163,5916485
"0000000000000000000000000000000000000000000000000000000000000a17",7,549,5917034
"0000000000000000000000000000000000000000000000000000000000000a40",41,199530,6116564
"0000000000000000000000000000000000000000000000000000000000000a4a",10,27003,6143567
"0000000000000000000000000000000000000000000000000000000000000a60",22,47875,6191442
"0000000000000000000000000000000000000000000000000000000000000a69",9,3138,6194580
"0000000000000000000000000000000000000000000000000000000000000a79",16,55620,6250200
"0000000000000000000000000000000000000000000000000000000000000a8a",17,12641,6262841
"0000000000000000000000000000000000000000000000000000000000000a98",14,2173,6265014
"0000000000000000000000000000000000000000000000000000000000000acd",53,144497,6409511
"0000000000000000000000000000000000000000000000000000000000000ae0",19,66162,6475673
"0000000000000000000000000000000000000000000000000000000000000ae9",9,25702,6501375
"0000000000000000000000000000000000000000000000000000000000000af1",8,14010,6515385
"0000000000000000000000000000000000000000000000000000000000000af6",5,377,6515762
"0000000000000000000000000000000000000000000000000000000000000b17",32,83904,6599666
"0000000000000000000000000000000000000000000000000000000000000b1a",3,231,6599897
"0000000000000000000000000000000000000000000000000000000000000b25",11,820,6600717
"0000000000000000000000000000000000000000000000000000000000000b3b",22,60379,6661096
"0000000000000000000000000000000000000000000000000000000000000b43",8,61166,6722262
"0000000000000000000000000000000000000000000000000000000000000b4f",12,4833,6727095
"0000000000000000000000000000000000000000000000000000000000000b5a",11,103670,6830765
"0000000000000000000000000000000000000000000000000000000000000bce",116,270531,7101296
"0000000000000000000000000000000000000000000000000000000000000bfb",45,116479,7217775
"0000000000000000000000000000000000000000000000000000000000000c27",43,110404,7328179
"0000000000000000000000000000000000000000000000000000000000000c3f",24,83794,7411973
"0000000000000000000000000000000000000000000000000000000000000c40",1,82,7412055
"0000000000000000000000000000000000000000000000000000000000000c46",6,28146,7440201
"0000000000000000000000000000000000000000000000000000000000000c51",11,29007,7469208
"0000000000000000000000000000000000000000000000000000000000000c5b",10,37580,7506788
"0000000000000000000000000000000000000000000000000000000000000c68",13,222213,7729001
"0000000000000000000000000000000000000000000000000000000000000c71",9,14921,7743922
"0000000000000000000000000000000000000000000000000000000000000ca7",54,88048,7831970
"0000000000000000000000000000000000000000000000000000000000000cb3",12,39841,7871811
"0000000000000000000000000000000000000000000000000000000000000ccd",26,13566,7885377
"0000000000000000000000000000000000000000000000000000000000000cd4",7,6947,7892324
"0000000000000000000000000000000000000000000000000000000000000ce7",19,56596,7948920
"0000000000000000000000000000000000000000000000000000000000000d00",24,133208,8082128
"0000000000000000000000000000000000000000000000000000000000000d0c",12,886,8083014
"0000000000000000000000000000000000000000000000000000000000000d0e",2,153,8083167
"0000000000000000000000000000000000000000000000000000000000000d1e",16,38697,8121864
"0000000000000000000000000000000000000000000000000000000000000d3b",29,42612,8164476
"0000000000000000000000000000000000000000000000000000000000000d4b",16,1422,8165898
"0000000000000000000000000000000000000000000000000000000000000d51",6,2016,8167914
"0000000000000000000000000000000000000000000000000000000000000d56",5,1480,8169394
"0000000000000000000000000000000000000000000000000000000000000d64",14,5480,8174874
"0000000000000000000000000000000000000000000000000000000000000d69",5,396,8175270
"0000000000000000000000000000000000000000000000000000000000000da3",58,74024,8249294
"0000000000000000000000000000000000000000000000000000000000000dab",8,2054,8251348
"0000000000000000000000000000000000000000000000000000000000000db4",9,24982,8276330
"0000000000000000000000000000000000000000000000000000000000000dd0",28,152765,8429095
"0000000000000000000000000000000000000000000000000000000000000ddb",11,26264,8455359
"0000000000000000000000000000000000000000000000000000000000000e10",52,270356,8725715
"0000000000000000000000000000000000000000000000000000000000000e15",5,62215,8787930
"0000000000000000000000000000000000000000000000000000000000000e20",11,23136,8811066
"0000000000000000000000000000000000000000000000000000000000000e2a",10,13437,8824503
"0000000000000000000000000000000000000000000000000000000000000e3a",16,47199,8871702
"0000000000000000000000000000000000000000000000000000000000000e3c",2,154,8871856
"0000000000000000000000000000000000000000000000000000000000000e47",11,43682,8915538
"0000000000000000000000000000000000000000000000000000000000000e92",75,363837,9279375
"0000000000000000000000000000000000000000000000000000000000000ea4",18,32096,9311471
"0000000000000000000000000000000000000000000000000000000000000ed4",48,263461,9574932
"0000000000000000000000000000000000000000000000000000000000000ed9",5,430,9575362
"0000000000000000000000000000000000000000000000000000000000000ee6",13,71259,9646621
"0000000000000000000000000000000000000000000000000000000000000eea",4,691,9647312
"0000000000000000000000000000000000000000000000000000000000000ef8",14,38511,9685823
"0000000000000000000000000000000000000000000000000000000000000f0c",19,145407,9831230
"0000000000000000000000000000000000000000000000000000000000000f35",41,133913,9965143
"0000000000000000000000000000000000000000000000000000000000000f51",28,45495,10010638
"0000000000000000000000000000000000000000000000000000000000000f64",19,169499,10180137
"0000000000000000000000000000000000000000000000000000000000000f68",4,317,10180454
"0000000000000000000000000000000000000000000000000000000000000f6d",5,39016,10219470
"0000000000000000000000000000000000000000000000000000000000000f7e",17,13043,10232513
"0000000000000000000000000000000000000000000000000000000000000f81",3,1193,10233706
"0000000000000000000000000000000000000000000000000000000000000f8a",9,2336,10236042
"0000000000000000000000000000000000000000000000000000000000000f98",14,10410,10246452
"0000000000000000000000000000000000000000000000000000000000000f9b",3,14724,10261176
"0000000000000000000000000000000000000000000000000000000000000f9e",3,5892,10267068
"0000000000000000000000000000000000000000000000000000000000000fa7",9,5978,10273046
"0000000000000000000000000000000000000000000000000000000000000fb7",16,11665,10284711
"0000000000000000000000000000000000000000000000000000000000000fcf",24,27163,10311874
"0000000000000000000000000000000000000000000000000000000000000fdd",14,38218,10350092
"0000000000000000000000000000000000000000000000000000000000001027",73,57914,10408006
"0000000000000000000000000000000000000000000000000000000000001033",12,7151,10415157
"000000000000000000000000000000000000000000000000000000000000103a",7,18214,10433371
"000000000000000000000000000000000000000000000000000000000000103b",1,772,10434143
"000000000000000000000000000000000000000000000000000000000000104a",15,2630,10436773
"0000000000000000000000000000000000000000000000000000000000001051",7,42453,10479226
"0000000000000000000000000000000000000000000000000000000000001062",17,199798,10679024
"0000000000000000000000000000000000000000000000000000000000001086",36,155272,10834296
"00000000000000000000000000000000000000000000000000000000000010ac",38,108520,10942816
"00000000000000000000000000000000000000000000000000000000000010b2",6,448,10943264
"00000000000000000000000000000000000000000000000000000000000010c4",18,123260,11066524
"00000000000000000000000000000000000000000000000000000000000010e0",28,11327,11077851
"00000000000000000000000000000000000000000000000000000000000010eb",11,6227,11084078
"00000000000000000000000000000000000000000000000000000000000010f3",8,732,11084810
"0000000000000000000000000000000000000000000000000000000000001116",34,26222,11111032
"0000000000000000000000000000000000000000000000000000000000001143",45,23694,11134726
"0000000000000000000000000000000000000000000000000000000000001189",70,24958,11159684
"000000000000000000000000000000000000000000000000000000000000118d",4,4522,11164206
"00000000000000000000000000000000000000000000000000000000000011d4",71,36117,11200323
"00000000000000000000000000000000000000000000000000000000000011f1",29,18279,11218602
"0000000000000000000000000000000000000000000000000000000000001209",23,8874,11227476
"0000000000000000000000000000000000000000000000000000000000001226",29,5572,11233048
"0000000000000000000000000000000000000000000000000000000000001231",11,2775,11235823
"0000000000000000000000000000000000000000000000000000000000001241",16,4156,11239979
"0000000000000000000000000000000000000000000000000000000000001243",2,166,11240145
"0000000000000000000000000000000000000000000000000000000000001276",51,27723,11267868
"0000000000000000000000000000000000000000000000000000000000001283",13,7251,11275119
"000000000000000000000000000000000000000000000000000000000000129d",26,13467,11288586
"00000000000000000000000000000000000000000000000000000000000012b9",28,18638,11307224
"00000000000000000000000000000000000000000000000000000000000012e8",47,48256,11355480
"00000000000000000000000000000000000000000000000000000000000012f0",8,14796,11370276
"0000000000000000000000000000000000000000000000000000000000001305",20,90289,11460565
"0000000000000000000000000000000000000000000000000000000000001317",18,87066,11547631
"000000000000000000000000000000000000000000000000000000000000131b",4,5336,11552967
"000000000000000000000000000000000000000000000000000000000000131f",4,544,11553511
"0000000000000000000000000000000000000000000000000000000000001341",34,48703,11602214
"0000000000000000000000000000000000000000000000000000000000001349",8,45579,11647793
"000000000000000000000000000000000000000000000000000000000000134e",5,4156,11651949
"0000000000000000000000000000000000000000000000000000000000001365",23,27688,11679637
"000000000000000000000000000000000000000000000000000000000000136f",10,1366,11681003
"0000000000000000000000000000000000000000000000000000000000001382",19,76210,11757213
"0000000000000000000000000000000000000000000000000000000000001399",23,127270,11884483
"00000000000000000000000000000000000000000000000000000000000013b3",26,42647,11927130
"00000000000000000000000000000000000000000000000000000000000013ec",57,122868,12049998
"000000000000000000000000000000000000000000000000000000000000140b",30,50984,12100982
"000000000000000000000000000000000000000000000000000000000000140e",3,7291,12108273
"0000000000000000000000000000000000000000000000000000000000001422",20,14312,12122585
"0000000000000000000000000000000000000000000000000000000000001428",6,37825,12160410
"000000000000000000000000000000000000000000000000000000000000142d",5,34697,12195107
"0000000000000000000000000000000000000000000000000000000000001431",4,16233,12211340
"0000000000000000000000000000000000000000000000000000000000001458",39,113347,12324687
"0000000000000000000000000000000000000000000000000000000000001471",25,210311,12534998
"0000000000000000000000000000000000000000000000000000000000001481",16,36530,12571528
"0000000000000000000000000000000000000000000000000000000000001489",8,57961,12629489
"000000000000000000000000000000000000000000000000000000000000148b",2,149,12629638
"00000000000000000000000000000000000000000000000000000000000014a8",29,199476,12829114
"00000000000000000000000000000000000000000000000000000000000014b6",14,1059,12830173
"00000000000000000000000000000000000000000000000000000000000014c7",17,140301,12970474
"00000000000000000000000000000000000000000000000000000000000014ea",35,168604,13139078
"0000000000000000000000000000000000000000000000000000000000001523",56,330857,13469935
"0000000000000000000000000000000000000000000000000000000000001543",32,185925,13655860
"0000000000000000000000000000000000000000000000000000000000001555",18,10114,13665974
"0000000000000000000000000000000000000000000000000000000000001560",11,15899,13681873
"0000000000000000000000000000000000000000000000000000000000001569",9,2239,13684112
"0000000000000000000000000000000000000000000000000000000000001581",24,11286,13695398
"0000000000000000000000000000000000000000000000000000000000001593",18,12082,13707480
"00000000000000000000000000000000000000000000000000000000000015c4",49,14415,13721895
"00000000000000000000000000000000000000000000000000000000000015ca",6,3540,13725435
"00000000000000000000000000000000000000000000000000000000000015cb",1,88,13725523
"00000000000000000000000000000000000000000000000000000000000015fd",50,28874,13754397
"0000000000000000000000000000000000000000000000000000000000001603",5,447,13754844
"0000000000000000000000000000000000000000000000000000000000001619",22,15139,13769983
"000000000000000000000000000000000000000000000000000000000000164b",50,58007,13827990
"000000000000000000000000000000000000000000000000000000000000164e",3,1196,13829186
"0000000000000000000000000000000000000000000000000000000000001674",38,211787,14040973
"000000000000000000000000000000000000000000000000000000000000168c",24,106315,14147288
"0000000000000000000000000000000000000000000000000000000000001691",5,50863,14198151
"00000000000000000000000000000000000000000000000000000000000016c1",48,92006,14290157
"00000000000000000000000000000000000000000000000000000000000016cc",11,95763,14385920
"00000000000000000000000000000000000000000000000000000000000016d3",7,41309,14427229
"00000000000000000000000000000000000000000000000000000000000016d7",4,467,14427696
"000000000000000000000000000000000000000000000000000000000000170a",50,164308,14592004
"000000000000000000000000000000000000000000000000000000000000172e",36,98631,14690635
"000000000000000000000000000000000000000000000000000000000000174f",33,101059,14791694
"0000000000000000000000000000000000000000000000000000000000001752",3,113870,14905564
"0000000000000000000000000000000000000000000000000000000000001755",3,416,14905980
"000000000000000000000000000000000000000000000000000000000000175e",9,1190,14907170
"00000000000000000000000000000000000000000000000000000000000017a6",72,257059,15164229
"00000000000000000000000000000000000000000000000000000000000017d4",46,24717,15188946
"00000000000000000000000000000000000000000000000000000000000017fd",41,133002,15321948
"000000000000000000000000000000000000000000000000000000000000182e",48,172528,15494476
"000000000000000000000000000000000000000000000000000000000000184a",28,25467,15519943
"000000000000000000000000000000000000000000000000000000000000185a",16,24467,15544410
"000000000000000000000000000000000000000000000000000000000000186a",16,90636,15635046
"00000000000000000000000000000000000000000000000000000000000018cd",99,170382,15805428
"00000000000000000000000000000000000000000000000000000000000018d2",5,381,15805809
"00000000000000000000000000000000000000000000000000000000000018d8",6,2027,15807836
"00000000000000000000000000000000000000000000000000000000000018f5",29,2377,15810213
"0000000000000000000000000000000000000000000000000000000000001902",12,8859,15819072
"0000000000000000000000000000000000000000000000000000000000001912",16,106872,15925944
"0000000000000000000000000000000000000000000000000000000000001934",34,70310,15996254
"0000000000000000000000000000000000000000000000000000000000001937",3,643,15996897
"000000000000000000000000000000000000000000000000000000000000197e",71,56608,16053505
"000000000000000000000000000000000000000000000000000000000000197f",1,77,16053582
"00000000000000000000000000000000000000000000000000000000000019aa",43,19114,16072696
"00000000000000000000000000000000000000000000000000000000000019ab",1,140,16072836
"00000000000000000000000000000000000000000000000000000000000019bf",20,117456,16190292
"00000000000000000000000000000000000000000000000000000000000019cf",16,1486,16191778
"00000000000000000000000000000000000000000000000000000000000019e2",19,53215,16244993
"00000000000000000000000000000000000000000000000000000000000019e7",5,8255,16253248
"00000000000000000000000000000000000000000000000000000000000019e8",1,97,16253345
"00000000000000000000000000000000000000000000000000000000000019e9",1,1818,16255163
"00000000000000000000000000000000000000000000000000000000000019f0",7,3561,16258724
"00000000000000000000000000000000000000000000000000000000000019f8",8,736,16259460
"0000000000000000000000000000000000000000000000000000000000001a0f",22,9272,16268732
"0000000000000000000000000000000000000000000000000000000000001a1e",15,12727,16281459
"0000000000000000000000000000000000000000000000000000000000001a1f",1,1324,16282783
"0000000000000000000000000000000000000000000000000000000000001a29",10,5453,16288236
"0000000000000000000000000000000000000000000000000000000000001a37",14,4729,16292965
"0000000000000000000000000000000000000000000000000000000000001a3d",6,1355,16294320
"0000000000000000000000000000000000000000000000000000000000001a61",36,162239,16456559
"0000000000000000000000000000000000000000000000000000000000001a65",4,60158,16516717
"0000000000000000000000000000000000000000000000000000000000001a78",19,50585,16567302
"0000000000000000000000000000000000000000000000000000000000001ab0",56,246268,16813570
"0000000000000000000000000000000000000000000000000000000000001ac9",25,21070,16834640
"0000000000000000000000000000000000000000000000000000000000001acb",2,195,16834835
"0000000000000000000000000000000000000000000000000000000000001b1e",82,117830,16952665
"0000000000000000000000000000000000000000000000000000000000001b26",8,2202,16954867
"0000000000000000000000000000000000000000000000000000000000001b3b",21,83854,17038721
"0000000000000000000000000000000000000000000000000000000000001b7c",65,224535,17263256
"0000000000000000000000000000000000000000000000000000000000001b80",4,306,17263562
"0000000000000000000000000000000000000000000000000000000000001b92",18,2480,17266042
"0000000000000000000000000000000000000000000000000000000000001bb4",34,97312,17363354
"0000000000000000000000000000000000000000000000000000000000001bb6",2,19241,17382595
"0000000000000000000000000000000000000000000000000000000000001bb7",1,79,17382674
"0000000000000000000000000000000000000000000000000000000000001bdf",40,75754,17458428
"0000000000000000000000000000000000000000000000000000000000001be7",8,17288,17475716
"0000000000000000000000000000000000000000000000000000000000001bfb",20,61818,17537534
"0000000000000000000000000000000000000000000000000000000000001c13",23,10447,17547981
"0000000000000000000000000000000000000000000000000000000000001c23",16,173504,17721485
"0000000000000000000000000000000000000000000000000000000000001c42",31,32975,17754460
"0000000000000000000000000000000000000000000000000000000000001c43",1,77,17754537
"0000000000000000000000000000000000000000000000000000000000001c5a",23,3865,17758402
"0000000000000000000000000000000000000000000000000000000000001c7a",32,147564,17905966
"0000000000000000000000000000000000000000000000000000000000001c84",10,16360,17922326
"0000000000000000000000000000000000000000000000000000000000001c98",20,34823,17957149
"0000000000000000000000000000000000000000000000000000000000001cd1",57,129554,18086703
"0000000000000000000000000000000000000000000000000000000000001ce1",16,25544,18112247
"0000000000000000000000000000000000000000000000000000000000001cf5",20,118530,18230777
"0000000000000000000000000000000000000000000000000000000000001d08",18,257508,18488285
"0000000000000000000000000000000000000000000000000000000000001d0f",7,25747,18514032
"0000000000000000000000000000000000000000000000000000000000001d10",1,87,18514119
"0000000000000000000000000000000000000000000000000000000000001d11",1,1466,18515585
"0000000000000000000000000000000000000000000000000000000000001d18",7,106415,18622000
"0000000000000000000000000000000000000000000000000000000000001d32",26,50407,18672407
"0000000000000000000000000000000000000000000000000000000000001d3d",11,2666,18675073
"0000000000000000000000000000000000000000000000000000000000001d6f",50,136630,18811703
"0000000000000000000000000000000000000000000000000000000000001db0",65,151002,18962705
"0000000000000000000000000000000000000000000000000000000000001db4",4,4982,18967687
"0000000000000000000000000000000000000000000000000000000000001dd0",28,11255,18978942
"0000000000000000000000000000000000000000000000000000000000001dd2",2,910,18979852
"0000000000000000000000000000000000000000000000000000000000001dd5",3,280,18980132
"0000000000000000000000000000000000000000000000000000000000001ddc",7,1730,18981862
"0000000000000000000000000000000000000000000000000000000000001de1",5,5576,18987438
"0000000000000000000000000000000000000000000000000000000000001e04",34,44430,19031868
"0000000000000000000000000000000000000000000000000000000000001e48",68,63245,19095113
"0000000000000000000000000000000000000000000000000000000000001e6c",36,66285,19161398
"0000000000000000000000000000000000000000000000000000000000001e72",6,51252,19212650
"0000000000000000000000000000000000000000000000000000000000001ea8",54,37827,19250477
"0000000000000000000000000000000000000000000000000000000000001ebc",20,6562,19257039
"0000000000000000000000000000000000000000000000000000000000001ebd",1,138,19257177
"0000000000000000000000000000000000000000000000000000000000001eda",29,164257,19421434
"0000000000000000000000000000000000000000000000000000000000001edb",1,92,19421526
"0000000000000000000000000000000000000000000000000000000000001eea",15,14543,19436069
"0000000000000000000000000000000000000000000000000000000000001ef3",9,78509,19514578
"0000000000000000000000000000000000000000000000000000000000001ef9",6,825,19515403
"0000000000000000000000000000000000000000000000000000000000001f12",24,237607,19753010
"0000000000000000000000000000000000000000000000000000000000001f3b",41,15419,19768429
"0000000000000000000000000000000000000000000000000000000000001f45",10,8788,19777217
"0000000000000000000000000000000000000000000000000000000000001f51",12,3890,19781107
"0000000000000000000000000000000000000000000000000000000000001f6c",27,27098,19808205
"0000000000000000000000000000000000000000000000000000000000001f86",26,39265,19847470
"0000000000000000000000000000000000000000000000000000000000001fa7",33,46192,19893662
"0000000000000000000000000000000000000000000000000000000000001fc6",31,9672,19903334
"0000000000000000000000000000000000000000000000000000000000001fda",20,7930,19911264
"0000000000000000000000000000000000000000000000000000000000001ff1",23,11331,19922595
"0000000000000000000000000000000000000000000000000000000000001ffe",13,5661,19928256
"000000000000000000000000000000000000000000000000000000000000203a",59,93466,20021722
"0000000000000000000000000000000000000000000000000000000000002044",10,5239,20026961
"0000000000000000000000000000000000000000000000000000000000002051",13,14523,20041484
"0000000000000000000000000000000000000000000000000000000000002054",3,447,20041931
"0000000000000000000000000000000000000000000000000000000000002064",16,16598,20058529
"0000000000000000000000000000000000000000000000000000000000002077",19,9043,20067572
"0000000000000000000000000000000000000000000000000000000000002079",2,491,20068063
"0000000000000000000000000000000000000000000000000000000000002092",25,12272,20080335
"00000000000000000000000000000000000000000000000000000000000020a1",15,19309,20099644
"00000000000000000000000000000000000000000000000000000000000020a6",5,4487,20104131
"00000000000000000000000000000000000000000000000000000000000020c9",35,66675,20170806
"00000000000000000000000000000000000000000000000000000000000020cc",3,231,20171037
"00000000000000000000000000000000000000000000000000000000000020d7",11,18079,20189116
"00000000000000000000000000000000000000000000000000000000000020e6",15,5302,20194418
"00000000000000000000000000000000000000000000000000000000000020e8",2,17060,20211478
"00000000000000000000000000000000000000000000000000000000000020ea",2,154,20211632
"00000000000000000000000000000000000000000000000000000000000020fb",17,18041,20229673
"0000000000000000000000000000000000000000000000000000000000002104",8,2320,20231993
"0000000000000000000000000000000000000000000000000000000000002112",14,39506,20271499
"0000000000000000000000000000000000000000000000000000000000002125",19,30036,20301535
"000000000000000000000000000000000000000000000000000000000000213e",25,7842,20309377
"000000000000000000000000000000000000000000000000000000000000213f",1,96,20309473
"0000000000000000000000000000000000000000000000000000000000002155",22,17453,20326926
"000000000000000000000000000000000000000000000000000000000000216e",25,7354,20334280
"0000000000000000000000000000000000000000000000000000000000002175",7,1699,20335979
"00000000000000000000000000000000000000000000000000000000000021a5",48,55963,20391942
"00000000000000000000000000000000000000000000000000000000000021ab",6,35794,20427736
"00000000000000000000000000000000000000000000000000000000000021bc",17,12423,20440159
