x0,814e83b033ed118e7e1698344cd1daea6175278fbd3f61c13fdcdf08c8a9dabd
Era,1,Eratimeout,300
"000000000000000000000000000000000000000000000000000000000000014e",33,41967,512889
"000000000000000000000000000000000000000000000000000000000000015b",13,81369,594258
"0000000000000000000000000000000000000000000000000000000000000172",23,44467,638725
"0000000000000000000000000000000000000000000000000000000000000190",30,196844,835569
"0000000000000000000000000000000000000000000000000000000000000195",5,13218,848787
"00000000000000000000000000000000000000000000000000000000000001a3",14,10670,859457
"00000000000000000000000000000000000000000000000000000000000001b1",14,10729,870186
"00000000000000000000000000000000000000000000000000000000000001b6",5,1869,872055
"00000000000000000000000000000000000000000000000000000000000001c8",18,17138,889193
"00000000000000000000000000000000000000000000000000000000000001d8",16,6029,895222
"00000000000000000000000000000000000000000000000000000000000001da",2,6309,901531
"00000000000000000000000000000000000000000000000000000000000001e6",12,30390,931921
"0000000000000000000000000000000000000000000000000000000000000211",42,13164,945085
"0000000000000000000000000000000000000000000000000000000000000225",20,16100,961185
"000000000000000000000000000000000000000000000000000000000000022a",5,16107,977292
"000000000000000000000000000000000000000000000000000000000000026e",68,83911,1061203
"000000000000000000000000000000000000000000000000000000000000027d",15,43375,1104578
"0000000000000000000000000000000000000000000000000000000000000287",10,30440,1135018
"0000000000000000000000000000000000000000000000000000000000000288",1,141,1135159
"0000000000000000000000000000000000000000000000000000000000000290",8,93348,1228507
"00000000000000000000000000000000000000000000000000000000000002a4",20,82852,1311359
"00000000000000000000000000000000000000000000000000000000000002bb",23,25502,1336861
"00000000000000000000000000000000000000000000000000000000000002c0",5,375,1337236
"00000000000000000000000000000000000000000000000000000000000002c1",1,75,1337311
"00000000000000000000000000000000000000000000000000000000000002cc",11,43032,1380343
"00000000000000000000000000000000000000000000000000000000000002cf",3,243,1380586
"00000000000000000000000000000000000000000000000000000000000002ea",27,21202,1401788
"00000000000000000000000000000000000000000000000000000000000002ec",2,151,1401939
"00000000000000000000000000000000000000000000000000000000000002f3",7,1544,1403483
"0000000000000000000000000000000000000000000000000000000000000300",12,53301,1456784
"0000000000000000000000000000000000000000000000000000000000000317",23,28964,1485748
"000000000000000000000000000000000000000000000000000000000000034f",56,336659,1822407
"0000000000000000000000000000000000000000000000000000000000000356",7,147921,1970328
"0000000000000000000000000000000000000000000000000000000000000370",26,87216,2057544
"0000000000000000000000000000000000000000000000000000000000000378",8,1231,2058775
"0000000000000000000000000000000000000000000000000000000000000385",13,124278,2183053
"0000000000000000000000000000000000000000000000000000000000000386",1,153,2183206
"000000000000000000000000000000000000000000000000000000000000039a",20,58845,2242051
"00000000000000000000000000000000000000000000000000000000000003a1",7,2521,2244572
"00000000000000000000000000000000000000000000000000000000000003c3",34,174449,2419021
"00000000000000000000000000000000000000000000000000000000000003c7",4,1027,2420048
"00000000000000000000000000000000000000000000000000000000000003cc",5,5836,2425884
"00000000000000000000000000000000000000000000000000000000000003d5",9,910,2426794
"00000000000000000000000000000000000000000000000000000000000003e5",16,7650,2434444
"00000000000000000000000000000000000000000000000000000000000003e9",4,462,2434906
"00000000000000000000000000000000000000000000000000000000000003f8",15,1608,2436514
"0000000000000000000000000000000000000000000000000000000000000431",56,9504,2446018
"0000000000000000000000000000000000000000000000000000000000000433",2,172,2446190
"000000000000000000000000000000000000000000000000000000000000044b",24,2884,2449074
"0000000000000000000000000000000000000000000000000000000000000458",13,2759,2451833
"0000000000000000000000000000000000000000000000000000000000000462",10,862,2452695
"0000000000000000000000000000000000000000000000000000000000000469",7,2698,2455393
"000000000000000000000000000000000000000000000000000000000000046c",3,15630,2471023
"0000000000000000000000000000000000000000000000000000000000000471",5,602,2471625
"0000000000000000000000000000000000000000000000000000000000000472",1,118,2471743
"0000000000000000000000000000000000000000000000000000000000000478",6,632,2472375
"000000000000000000000000000000000000000000000000000000000000047a",2,213,2472588
"0000000000000000000000000000000000000000000000000000000000000499",31,21412,2494000
"000000000000000000000000000000000000000000000000000000000000049a",1,76,2494076
"000000000000000000000000000000000000000000000000000000000000049f",5,419,2494495
"00000000000000000000000000000000000000000000000000000000000004a1",2,159,2494654
"00000000000000000000000000000000000000000000000000000000000004a5",4,315,2494969
"00000000000000000000000000000000000000000000000000000000000004ab",6,473,2495442
"00000000000000000000000000000000000000000000000000000000000004e2",55,76452,2571894
"00000000000000000000000000000000000000000000000000000000000004ee",12,117231,2689125
"00000000000000000000000000000000000000000000000000000000000004fa",12,76642,2765767
"0000000000000000000000000000000000000000000000000000000000000504",9,723,2766490
"0000000000000000000000000000000000000000000000000000000000000525",33,214406,2980896
"0000000000000000000000000000000000000000000000000000000000000529",4,347,2981243
"0000000000000000000000000000000000000000000000000000000000000570",71,524374,3505617
"0000000000000000000000000000000000000000000000000000000000000579",9,15264,3520881
"000000000000000000000000000000000000000000000000000000000000057c",3,418,3521299
"0000000000000000000000000000000000000000000000000000000000000580",4,9652,3530951
"0000000000000000000000000000000000000000000000000000000000000592",18,44070,3575021
"00000000000000000000000000000000000000000000000000000000000005aa",24,254874,3829895
"00000000000000000000000000000000000000000000000000000000000005ba",16,90866,3920761
"00000000000000000000000000000000000000000000000000000000000005bc",2,40209,3960970
"00000000000000000000000000000000000000000000000000000000000005d1",21,14950,3975920
"00000000000000000000000000000000000000000000000000000000000005df",14,6972,3982892
"0000000000000000000000000000000000000000000000000000000000000611",49,61764,4044656
"000000000000000000000000000000000000000000000000000000000000061c",11,49407,4094063
"0000000000000000000000000000000000000000000000000000000000000620",4,2096,4096159
"000000000000000000000000000000000000000000000000000000000000063d",29,179969,4276128
"0000000000000000000000000000000000000000000000000000000000000662",37,129742,4405870
"0000000000000000000000000000000000000000000000000000000000000667",5,7456,4413326
"000000000000000000000000000000000000000000000000000000000000066e",7,531,4413857
"0000000000000000000000000000000000000000000000000000000000000680",18,60512,4474369
"0000000000000000000000000000000000000000000000000000000000000689",9,23835,4498204
"000000000000000000000000000000000000000000000000000000000000068e",5,23337,4521541
"0000000000000000000000000000000000000000000000000000000000000693",5,2383,4523924
"000000000000000000000000000000000000000000000000000000000000069e",11,83570,4607494
"00000000000000000000000000000000000000000000000000000000000006b0",18,33775,4641269
"00000000000000000000000000000000000000000000000000000000000006b1",1,1815,4643084
"00000000000000000000000000000000000000000000000000000000000006d7",38,181741,4824825
"00000000000000000000000000000000000000000000000000000000000006d8",1,4327,4829152
"00000000000000000000000000000000000000000000000000000000000006f3",27,107914,4937066
"0000000000000000000000000000000000000000000000000000000000000702",14,115602,5052668
"0000000000000000000000000000000000000000000000000000000000000709",7,8882,5061550
"0000000000000000000000000000000000000000000000000000000000000710",7,4599,5066149
"0000000000000000000000000000000000000000000000000000000000000716",6,712,5066861
"000000000000000000000000000000000000000000000000000000000000071d",7,162015,5228876
"0000000000000000000000000000000000000000000000000000000000000737",26,122325,5351201
"000000000000000000000000000000000000000000000000000000000000073f",8,47834,5399035
"000000000000000000000000000000000000000000000000000000000000074c",13,1039,5400074
"0000000000000000000000000000000000000000000000000000000000000757",11,37113,5437187
"000000000000000000000000000000000000000000000000000000000000075d",6,464,5437651
"000000000000000000000000000000000000000000000000000000000000077c",31,111352,5549003
"000000000000000000000000000000000000000000000000000000000000079a",30,13963,5562966
"00000000000000000000000000000000000000000000000000000000000007a4",10,1234,5564200
"00000000000000000000000000000000000000000000000000000000000007a9",5,6170,5570370
"00000000000000000000000000000000000000000000000000000000000007b2",9,9343,5579713
"00000000000000000000000000000000000000000000000000000000000007c0",14,9968,5589681
"00000000000000000000000000000000000000000000000000000000000007da",26,15024,5604705
"00000000000000000000000000000000000000000000000000000000000007dd",3,231,5604936
"0000000000000000000000000000000000000000000000000000000000000818",58,109961,5714897
"0000000000000000000000000000000000000000000000000000000000000823",11,78386,5793283
"000000000000000000000000000000000000000000000000000000000000082f",12,34631,5827914
"0000000000000000000000000000000000000000000000000000000000000839",10,34724,5862638
"0000000000000000000000000000000000000000000000000000000000000843",10,4230,5866868
"000000000000000000000000000000000000000000000000000000000000084c",9,1107,5867975
"0000000000000000000000000000000000000000000000000000000000000861",21,7302,5875277
"0000000000000000000000000000000000000000000000000000000000000867",6,3921,5879198
"000000000000000000000000000000000000000000000000000000000000086d",6,12217,5891415
"0000000000000000000000000000000000000000000000000000000000000875",8,87999,5979414
"0000000000000000000000000000000000000000000000000000000000000884",15,10115,5989529
"00000000000000000000000000000000000000000000000000000000000008a1",29,105110,6094639
"00000000000000000000000000000000000000000000000000000000000008ba",25,59584,6154223
"00000000000000000000000000000000000000000000000000000000000008bb",1,14898,6169121
"00000000000000000000000000000000000000000000000000000000000008bc",1,82,6169203
"00000000000000000000000000000000000000000000000000000000000008c5",9,7509,6176712
"00000000000000000000000000000000000000000000000000000000000008d6",17,60387,6237099
"00000000000000000000000000000000000000000000000000000000000008e6",16,31816,6268915
"000000000000000000000000000000000000000000000000000000000000090e",39,55057,6323972
"0000000000000000000000000000000000000000000000000000000000000940",50,158227,6482199
"0000000000000000000000000000000000000000000000000000000000000953",19,70461,6552660
"0000000000000000000000000000000000000000000000000000000000000989",54,142290,6694950
"000000000000000000000000000000000000000000000000000000000000099d",20,14414,6709364
"00000000000000000000000000000000000000000000000000000000000009b8",27,61348,6770712
"00000000000000000000000000000000000000000000000000000000000009d1",25,44853,6815565
"00000000000000000000000000000000000000000000000000000000000009d3",2,36907,6852472
"00000000000000000000000000000000000000000000000000000000000009e5",18,95341,6947813
"00000000000000000000000000000000000000000000000000000000000009eb",6,72804,7020617
"0000000000000000000000000000000000000000000000000000000000000a18",44,225903,7246520
"0000000000000000000000000000000000000000000000000000000000000a1d",5,75773,7322293
"0000000000000000000000000000000000000000000000000000000000000a2f",18,67657,7389950
"0000000000000000000000000000000000000000000000000000000000000a3b",12,35013,7424963
"0000000000000000000000000000000000000000000000000000000000000a58",29,22210,7447173
"0000000000000000000000000000000000000000000000000000000000000a74",28,184972,7632145
"0000000000000000000000000000000000000000000000000000000000000a77",3,9036,7641181
"0000000000000000000000000000000000000000000000000000000000000a89",18,32722,7673903
"0000000000000000000000000000000000000000000000000000000000000a92",9,54738,7728641
"0000000000000000000000000000000000000000000000000000000000000aa4",18,28306,7756947
"0000000000000000000000000000000000000000000000000000000000000aa7",3,226,7757173
"0000000000000000000000000000000000000000000000000000000000000ab0",9,1507,7758680
"0000000000000000000000000000000000000000000000000000000000000ab7",7,46110,7804790
"0000000000000000000000000000000000000000000000000000000000000ac9",18,39066,7843856
"0000000000000000000000000000000000000000000000000000000000000ad2",9,22998,7866854
"0000000000000000000000000000000000000000000000000000000000000adf",13,47710,7914564
"0000000000000000000000000000000000000000000000000000000000000b0a",42,49767,7964331
"0000000000000000000000000000000000000000000000000000000000000b33",41,241356,8205687
"0000000000000000000000000000000000000000000000000000000000000b39",6,50173,8255860
"0000000000000000000000000000000000000000000000000000000000000b4d",20,195760,8451620
"0000000000000000000000000000000000000000000000000000000000000b4e",1,77,8451697
"0000000000000000000000000000000000000000000000000000000000000b5b",13,84728,8536425
"0000000000000000000000000000000000000000000000000000000000000b7b",32,81642,8618067
"0000000000000000000000000000000000000000000000000000000000000b8b",16,36768,8654835
"0000000000000000000000000000000000000000000000000000000000000b95",10,9035,8663870
"0000000000000000000000000000000000000000000000000000000000000b97",2,176,8664046
"0000000000000000000000000000000000000000000000000000000000000b9b",4,585,8664631
"0000000000000000000000000000000000000000000000000000000000000ba8",13,169764,8834395
"0000000000000000000000000000000000000000000000000000000000000ba9",1,102,8834497
"0000000000000000000000000000000000000000000000000000000000000bbf",22,42831,8877328
"0000000000000000000000000000000000000000000000000000000000000bd8",25,5809,8883137
"0000000000000000000000000000000000000000000000000000000000000be0",8,664,8883801
"0000000000000000000000000000000000000000000000000000000000000be2",2,187,8883988
"0000000000000000000000000000000000000000000000000000000000000be5",3,1924,8885912
"0000000000000000000000000000000000000000000000000000000000000be9",4,2633,8888545
"0000000000000000000000000000000000000000000000000000000000000bee",5,903,8889448
"0000000000000000000000000000000000000000000000000000000000000c06",23,50194,8939642
"0000000000000000000000000000000000000000000000000000000000000c16",16,6868,8946510
"0000000000000000000000000000000000000000000000000000000000000c1c",6,454,8946964
"0000000000000000000000000000000000000000000000000000000000000c37",27,137685,9084649
"0000000000000000000000000000000000000000000000000000000000000c3c",5,399,9085048
"0000000000000000000000000000000000000000000000000000000000000c7f",67,302958,9388006
"0000000000000000000000000000000000000000000000000000000000000c9c",29,84817,9472823
"0000000000000000000000000000000000000000000000000000000000000cc3",39,126111,9598934
"0000000000000000000000000000000000000000000000000000000000000cd5",18,119580,9718514
"0000000000000000000000000000000000000000000000000000000000000cf4",31,43205,9761719
"0000000000000000000000000000000000000000000000000000000000000cf5",1,142,9761861
"0000000000000000000000000000000000000000000000000000000000000cfa",5,577,9762438
"0000000000000000000000000000000000000000000000000000000000000d01",6,478,9762916
"0000000000000000000000000000000000000000000000000000000000000d0d",12,16829,9779745
"0000000000000000000000000000000000000000000000000000000000000d0f",2,24096,9803841
"0000000000000000000000000000000000000000000000000000000000000d11",2,155,9803996
"0000000000000000000000000000000000000000000000000000000000000d1b",10,736,9804732
"0000000000000000000000000000000000000000000000000000000000000d28",13,966,9805698
"0000000000000000000000000000000000000000000000000000000000000d2e",6,541,9806239
"0000000000000000000000000000000000000000000000000000000000000d39",11,68829,9875068
"0000000000000000000000000000000000000000000000000000000000000d3a",1,81,9875149
"0000000000000000000000000000000000000000000000000000000000000d3f",5,4656,9879805
"0000000000000000000000000000000000000000000000000000000000000d74",53,65863,9945668
"0000000000000000000000000000000000000000000000000000000000000da9",53,139465,10085133
"0000000000000000000000000000000000000000000000000000000000000db9",16,10699,10095832
"0000000000000000000000000000000000000000000000000000000000000dcb",18,9673,10105505
"0000000000000000000000000000000000000000000000000000000000000dcc",1,9253,10114758
"0000000000000000000000000000000000000000000000000000000000000dd3",7,636,10115394
"0000000000000000000000000000000000000000000000000000000000000dda",7,4425,10119819
"0000000000000000000000000000000000000000000000000000000000000ded",19,4968,10124787
"0000000000000000000000000000000000000000000000000000000000000dee",1,92,10124879
"0000000000000000000000000000000000000000000000000000000000000def",1,78,10124957
"0000000000000000000000000000000000000000000000000000000000000df3",4,760,10125717
"0000000000000000000000000000000000000000000000000000000000000e02",14,17663,10143380
"0000000000000000000000000000000000000000000000000000000000000e03",1,79,10143459
"0000000000000000000000000000000000000000000000000000000000000e16",19,10880,10154339
"0000000000000000000000000000000000000000000000000000000000000e1e",8,15298,10169637
"0000000000000000000000000000000000000000000000000000000000000e32",20,17752,10187389
"0000000000000000000000000000000000000000000000000000000000000e40",14,6643,10194032
"0000000000000000000000000000000000000000000000000000000000000e77",55,13612,10207644
"0000000000000000000000000000000000000000000000000000000000000ea5",46,13358,10221002
"0000000000000000000000000000000000000000000000000000000000000ead",8,14939,10235941
"0000000000000000000000000000000000000000000000000000000000000eb7",10,9307,10245248
"0000000000000000000000000000000000000000000000000000000000000eb9",2,153,10245401
"0000000000000000000000000000000000000000000000000000000000000ec9",16,4959,10250360
"0000000000000000000000000000000000000000000000000000000000000ef2",41,123976,10374336
"0000000000000000000000000000000000000000000000000000000000000ef3",1,77,10374413
"0000000000000000000000000000000000000000000000000000000000000f19",37,152126,10526539
"0000000000000000000000000000000000000000000000000000000000000f1c",3,230,10526769
"0000000000000000000000000000000000000000000000000000000000000f1d",1,4305,10531074
"0000000000000000000000000000000000000000000000000000000000000f20",3,396,10531470
"0000000000000000000000000000000000000000000000000000000000000f21",1,126,10531596
"0000000000000000000000000000000000000000000000000000000000000f23",2,249,10531845
"0000000000000000000000000000000000000000000000000000000000000f32",15,55469,10587314
"0000000000000000000000000000000000000000000000000000000000000f3c",10,39857,10627171
"0000000000000000000000000000000000000000000000000000000000000f3d",1,105,10627276
"0000000000000000000000000000000000000000000000000000000000000f47",10,5113,10632389
"0000000000000000000000000000000000000000000000000000000000000f4b",4,13813,10646202
"0000000000000000000000000000000000000000000000000000000000000f53",8,10143,10656345
"0000000000000000000000000000000000000000000000000000000000000f70",29,34652,10690997
"0000000000000000000000000000000000000000000000000000000000000f7f",15,7348,10698345
"0000000000000000000000000000000000000000000000000000000000000f88",9,1718,10700063
"0000000000000000000000000000000000000000000000000000000000000f8e",6,11335,10711398
"0000000000000000000000000000000000000000000000000000000000000f96",8,2638,10714036
"0000000000000000000000000000000000000000000000000000000000000fbe",40,32144,10746180
"0000000000000000000000000000000000000000000000000000000000000fcc",14,4606,10750786
"0000000000000000000000000000000000000000000000000000000000000fd6",10,913,10751699
"0000000000000000000000000000000000000000000000000000000000000fd9",3,281,10751980
"0000000000000000000000000000000000000000000000000000000000000fe2",9,1960,10753940
"0000000000000000000000000000000000000000000000000000000000000fe3",1,88,10754028
"0000000000000000000000000000000000000000000000000000000000000ffc",25,16119,10770147
"0000000000000000000000000000000000000000000000000000000000000ffd",1,86,10770233
"0000000000000000000000000000000000000000000000000000000000001046",72,60813,10831046
"0000000000000000000000000000000000000000000000000000000000001058",18,13952,10844998
"000000000000000000000000000000000000000000000000000000000000105e",6,2259,10847257
"0000000000000000000000000000000000000000000000000000000000001080",34,13209,10860466
"00000000000000000000000000000000000000000000000000000000000010a5",37,48598,10909064
"00000000000000000000000000000000000000000000000000000000000010b6",17,195479,11104543
"00000000000000000000000000000000000000000000000000000000000010c5",15,96404,11200947
"00000000000000000000000000000000000000000000000000000000000010d5",16,24576,11225523
"00000000000000000000000000000000000000000000000000000000000010dc",7,1988,11227511
"00000000000000000000000000000000000000000000000000000000000010df",3,7395,11234906
"00000000000000000000000000000000000000000000000000000000000010e3",4,20382,11255288
"00000000000000000000000000000000000000000000000000000000000010e5",2,154,11255442
"00000000000000000000000000000000000000000000000000000000000010ef",10,1088,11256530
"00000000000000000000000000000000000000000000000000000000000010fd",14,88412,11344942
"0000000000000000000000000000000000000000000000000000000000001102",4,330,11345272
"000000000000000000000000000000000000000000000000000000000000110a",8,23103,11368375
"000000000000000000000000000000000000000000000000000000000000110c",2,169,11368544
"000000000000000000000000000000000000000000000000000000000000111b",15,104399,11472943
"0000000000000000000000000000000000000000000000000000000000001126",11,4549,11477492
"0000000000000000000000000000000000000000000000000000000000001132",12,4043,11481535
"000000000000000000000000000000000000000000000000000000000000113d",11,32516,11514051
"000000000000000000000000000000000000000000000000000000000000113e",1,96,11514147
"0000000000000000000000000000000000000000000000000000000000001159",27,96440,11610587
"000000000000000000000000000000000000000000000000000000000000115d",4,349,11610936
"0000000000000000000000000000000000000000000000000000000000001164",7,35841,11646777
"000000000000000000000000000000000000000000000000000000000000116c",8,35366,11682143
"0000000000000000000000000000000000000000000000000000000000001177",11,10807,11692950
"0000000000000000000000000000000000000000000000000000000000001192",27,95997,11788947
"00000000000000000000000000000000000000000000000000000000000011bf",45,102997,11891944
"00000000000000000000000000000000000000000000000000000000000011d5",22,100790,11992734
"00000000000000000000000000000000000000000000000000000000000011d7",2,175,11992909
"00000000000000000000000000000000000000000000000000000000000011f4",29,130103,12123012
"00000000000000000000000000000000000000000000000000000000000011f6",2,14813,12137825
"00000000000000000000000000000000000000000000000000000000000011f9",3,8066,12145891
"0000000000000000000000000000000000000000000000000000000000001219",31,101064,12246955
"000000000000000000000000000000000000000000000000000000000000121f",6,14389,12261344
"0000000000000000000000000000000000000000000000000000000000001225",6,805,12262149
"0000000000000000000000000000000000000000000000000000000000001238",19,39587,12301736
"000000000000000000000000000000000000000000000000000000000000124b",19,33756,12335492
"000000000000000000000000000000000000000000000000000000000000124d",2,152,12335644
"000000000000000000000000000000000000000000000000000000000000126a",29,64487,12400131
"0000000000000000000000000000000000000000000000000000000000001279",15,24394,12424525
"000000000000000000000000000000000000000000000000000000000000127e",5,391,12424916
"0000000000000000000000000000000000000000000000000000000000001280",2,12495,12437411
"0000000000000000000000000000000000000000000000000000000000001281",1,78,12437489
"0000000000000000000000000000000000000000000000000000000000001286",5,8952,12446441
"0000000000000000000000000000000000000000000000000000000000001291",11,3456,12449897
"0000000000000000000000000000000000000000000000000000000000001295",4,725,12450622
"00000000000000000000000000000000000000000000000000000000000012a6",17,99327,12549949
"00000000000000000000000000000000000000000000000000000000000012b4",14,109433,12659382
"00000000000000000000000000000000000000000000000000000000000012b6",2,609,12659991
"00000000000000000000000000000000000000000000000000000000000012cd",23,12437,12672428
"00000000000000000000000000000000000000000000000000000000000012d1",4,3114,12675542
"00000000000000000000000000000000000000000000000000000000000012da",9,8753,12684295
"00000000000000000000000000000000000000000000000000000000000012dc",2,5908,12690203
"00000000000000000000000000000000000000000000000000000000000012e9",13,10142,12700345
"00000000000000000000000000000000000000000000000000000000000012f3",10,875,12701220
"00000000000000000000000000000000000000000000000000000000000012f5",2,179,12701399
"00000000000000000000000000000000000000000000000000000000000012f8",3,308,12701707
"00000000000000000000000000000000000000000000000000000000000012fa",2,6575,12708282
"0000000000000000000000000000000000000000000000000000000000001301",6,51144,12759426
"0000000000000000000000000000000000000000000000000000000000001303",2,153,12759579
"0000000000000000000000000000000000000000000000000000000000001315",18,161337,12920916
"0000000000000000000000000000000000000000000000000000000000001318",3,236,12921152
"0000000000000000000000000000000000000000000000000000000000001339",33,254338,13175490
"000000000000000000000000000000000000000000000000000000000000134a",17,177782,13353272
"0000000000000000000000000000000000000000000000000000000000001354",10,54321,13407593
"000000000000000000000000000000000000000000000000000000000000135a",6,8629,13416222
"000000000000000000000000000000000000000000000000000000000000135f",5,3396,13419618
"0000000000000000000000000000000000000000000000000000000000001362",3,2191,13421809
"0000000000000000000000000000000000000000000000000000000000001388",38,167150,13588959
"00000000000000000000000000000000000000000000000000000000000013a1",25,165559,13754518
"00000000000000000000000000000000000000000000000000000000000013ad",12,68259,13822777
"00000000000000000000000000000000000000000000000000000000000013b5",8,13430,13836207
"00000000000000000000000000000000000000000000000000000000000013bb",6,63648,13899855
"00000000000000000000000000000000000000000000000000000000000013c7",12,25678,13925533
"00000000000000000000000000000000000000000000000000000000000013cf",8,14651,13940184
"00000000000000000000000000000000000000000000000000000000000013d7",8,1060,13941244
"0000000000000000000000000000000000000000000000000000000000001407",47,80374,14021618
"0000000000000000000000000000000000000000000000000000000000001423",28,201249,14222867
"0000000000000000000000000000000000000000000000000000000000001426",3,3192,14226059
"000000000000000000000000000000000000000000000000000000000000142f",9,8824,14234883
"0000000000000000000000000000000000000000000000000000000000001437",8,797,14235680
"000000000000000000000000000000000000000000000000000000000000143d",6,840,14236520
"000000000000000000000000000000000000000000000000000000000000144c",15,5845,14242365
"0000000000000000000000000000000000000000000000000000000000001460",20,103386,14345751
"0000000000000000000000000000000000000000000000000000000000001464",4,1958,14347709
"0000000000000000000000000000000000000000000000000000000000001475",17,53959,14401668
"000000000000000000000000000000000000000000000000000000000000147d",8,39918,14441586
"0000000000000000000000000000000000000000000000000000000000001482",5,860,14442446
"0000000000000000000000000000000000000000000000000000000000001486",4,326,14442772
"000000000000000000000000000000000000000000000000000000000000148c",6,2493,14445265
"00000000000000000000000000000000000000000000000000000000000014b4",40,126552,14571817
"00000000000000000000000000000000000000000000000000000000000014eb",55,62397,14634214
"0000000000000000000000000000000000000000000000000000000000001518",44,33461,14667675
"000000000000000000000000000000000000000000000000000000000000151a",2,309,14667984
"0000000000000000000000000000000000000000000000000000000000001524",10,74063,14742047
"0000000000000000000000000000000000000000000000000000000000001532",14,25607,14767654
"0000000000000000000000000000000000000000000000000000000000001537",5,4094,14771748
"0000000000000000000000000000000000000000000000000000000000001541",10,42011,14813759
"0000000000000000000000000000000000000000000000000000000000001545",4,8143,14821902
"000000000000000000000000000000000000000000000000000000000000156a",37,65790,14887692
"0000000000000000000000000000000000000000000000000000000000001578",14,169263,15056955
"0000000000000000000000000000000000000000000000000000000000001579",1,78,15057033
"000000000000000000000000000000000000000000000000000000000000159a",33,64969,15122002
"00000000000000000000000000000000000000000000000000000000000015a9",15,5913,15127915
"00000000000000000000000000000000000000000000000000000000000015aa",1,94,15128009
"00000000000000000000000000000000000000000000000000000000000015d2",40,25748,15153757
"00000000000000000000000000000000000000000000000000000000000015dc",10,2748,15156505
"00000000000000000000000000000000000000000000000000000000000015dd",1,163,15156668
"00000000000000000000000000000000000000000000000000000000000015e7",10,1157,15157825
"00000000000000000000000000000000000000000000000000000000000015ec",5,3077,15160902
"0000000000000000000000000000000000000000000000000000000000001602",21,9443,15170345
"000000000000000000000000000000000000000000000000000000000000160a",8,1867,15172212
"0000000000000000000000000000000000000000000000000000000000001618",14,111927,15284139
"0000000000000000000000000000000000000000000000000000000000001622",10,79011,15363150
"0000000000000000000000000000000000000000000000000000000000001623",1,87,15363237
"0000000000000000000000000000000000000000000000000000000000001625",2,154,15363391
"0000000000000000000000000000000000000000000000000000000000001628",3,235,15363626
"0000000000000000000000000000000000000000000000000000000000001635",13,44875,15408501
"0000000000000000000000000000000000000000000000000000000000001636",1,7862,15416363
"000000000000000000000000000000000000000000000000000000000000163a",4,41516,15457879
"0000000000000000000000000000000000000000000000000000000000001642",8,9566,15467445
"0000000000000000000000000000000000000000000000000000000000001643",1,78,15467523
"0000000000000000000000000000000000000000000000000000000000001648",5,424,15467947
"0000000000000000000000000000000000000000000000000000000000001660",24,47408,15515355
"000000000000000000000000000000000000000000000000000000000000166a",10,744,15516099
"000000000000000000000000000000000000000000000000000000000000167e",20,1572,15517671
"0000000000000000000000000000000000000000000000000000000000001686",8,1099,15518770
"0000000000000000000000000000000000000000000000000000000000001695",15,21798,15540568
"000000000000000000000000000000000000000000000000000000000000169f",10,31114,15571682
"00000000000000000000000000000000000000000000000000000000000016a6",7,38986,15610668
"00000000000000000000000000000000000000000000000000000000000016a9",3,82113,15692781
"00000000000000000000000000000000000000000000000000000000000016c2",25,13372,15706153
