x0,3b7db59ddf063201db7fe352d68f1e01cb59f7e1f7930baf3962ef3b7e858b28
Era,1,Eratimeout,300
"00000000000000000000000000000000000000000000000000000000000002c8",4,6402,1790537
"00000000000000000000000000000000000000000000000000000000000002d4",12,34882,1825419
"00000000000000000000000000000000000000000000000000000000000002d7",3,251,1825670
"00000000000000000000000000000000000000000000000000000000000002dc",5,70532,1896202
"00000000000000000000000000000000000000000000000000000000000002e5",9,7430,1903632
"00000000000000000000000000000000000000000000000000000000000002ec",7,82230,1985862
"00000000000000000000000000000000000000000000000000000000000002f9",13,20169,2006031
"0000000000000000000000000000000000000000000000000000000000000300",6,10826,2016857
"0000000000000000000000000000000000000000000000000000000000000313",19,43737,2060594
"0000000000000000000000000000000000000000000000000000000000000321",14,64224,2124818
"0000000000000000000000000000000000000000000000000000000000000330",15,10528,2135346
"0000000000000000000000000000000000000000000000000000000000000343",19,67225,2202571
"000000000000000000000000000000000000000000000000000000000000035f",28,232527,2435098
"0000000000000000000000000000000000000000000000000000000000000368",9,7328,2442426
"0000000000000000000000000000000000000000000000000000000000000370",8,54679,2497105
"0000000000000000000000000000000000000000000000000000000000000379",9,6538,2503643
"0000000000000000000000000000000000000000000000000000000000000381",8,3968,2507611
"000000000000000000000000000000000000000000000000000000000000038e",13,87657,2595268
"000000000000000000000000000000000000000000000000000000000000038f",1,78,2595346
"0000000000000000000000000000000000000000000000000000000000000391",2,3349,2598695
"00000000000000000000000000000000000000000000000000000000000003dd",76,107700,2706395
"00000000000000000000000000000000000000000000000000000000000003f9",28,48591,2754986
"0000000000000000000000000000000000000000000000000000000000000401",7,5451,2760437
"0000000000000000000000000000000000000000000000000000000000000409",8,3416,2763853
"000000000000000000000000000000000000000000000000000000000000040a",1,4317,2768170
"0000000000000000000000000000000000000000000000000000000000000427",29,31988,2800158
"000000000000000000000000000000000000000000000000000000000000043f",24,16483,2816641
"0000000000000000000000000000000000000000000000000000000000000453",20,117728,2934369
"0000000000000000000000000000000000000000000000000000000000000457",4,5275,2939644
"000000000000000000000000000000000000000000000000000000000000045c",5,3990,2943634
"0000000000000000000000000000000000000000000000000000000000000466",10,27113,2970747
"0000000000000000000000000000000000000000000000000000000000000470",10,5589,2976336
"0000000000000000000000000000000000000000000000000000000000000483",19,62574,3038910
"0000000000000000000000000000000000000000000000000000000000000486",3,427,3039337
"00000000000000000000000000000000000000000000000000000000000004a2",28,57302,3096639
"00000000000000000000000000000000000000000000000000000000000004a6",4,724,3097363
"00000000000000000000000000000000000000000000000000000000000004af",9,1636,3098999
"00000000000000000000000000000000000000000000000000000000000004c6",23,135234,3234233
"00000000000000000000000000000000000000000000000000000000000004e0",26,51735,3285968
"00000000000000000000000000000000000000000000000000000000000004ee",14,6335,3292303
"00000000000000000000000000000000000000000000000000000000000004f0",2,7195,3299498
"000000000000000000000000000000000000000000000000000000000000052a",57,35695,3335193
"0000000000000000000000000000000000000000000000000000000000000542",24,3644,3338837
"000000000000000000000000000000000000000000000000000000000000054a",8,7051,3345888
"0000000000000000000000000000000000000000000000000000000000000558",14,2520,3348408
"0000000000000000000000000000000000000000000000000000000000000597",63,42108,3390516
"00000000000000000000000000000000000000000000000000000000000005a1",10,3050,3393566
"00000000000000000000000000000000000000000000000000000000000005b6",21,56181,3449747
"00000000000000000000000000000000000000000000000000000000000005b9",3,23574,3473321
"00000000000000000000000000000000000000000000000000000000000005c2",9,33767,3507088
"00000000000000000000000000000000000000000000000000000000000005d6",20,53318,3560406
"00000000000000000000000000000000000000000000000000000000000005d7",1,136,3560542
"00000000000000000000000000000000000000000000000000000000000005de",7,969,3561511
"000000000000000000000000000000000000000000000000000000000000060e",47,257065,3818576
"0000000000000000000000000000000000000000000000000000000000000638",42,78127,3896703
"0000000000000000000000000000000000000000000000000000000000000639",1,76,3896779
"000000000000000000000000000000000000000000000000000000000000063b",2,280,3897059
"0000000000000000000000000000000000000000000000000000000000000647",12,59497,3956556
"000000000000000000000000000000000000000000000000000000000000064a",3,241,3956797
"0000000000000000000000000000000000000000000000000000000000000656",12,52254,4009051
"000000000000000000000000000000000000000000000000000000000000065c",6,26643,4035694
"0000000000000000000000000000000000000000000000000000000000000672",22,40499,4076193
"000000000000000000000000000000000000000000000000000000000000068a",24,5856,4082049
"0000000000000000000000000000000000000000000000000000000000000694",10,15048,4097097
"000000000000000000000000000000000000000000000000000000000000069e",10,9013,4106110
"00000000000000000000000000000000000000000000000000000000000006a9",11,11771,4117881
"00000000000000000000000000000000000000000000000000000000000006d5",44,263745,4381626
"00000000000000000000000000000000000000000000000000000000000006d7",2,153,4381779
"00000000000000000000000000000000000000000000000000000000000006ec",21,68546,4450325
"0000000000000000000000000000000000000000000000000000000000000711",36,7637,4457962
"0000000000000000000000000000000000000000000000000000000000000712",1,1283,4459245
"0000000000000000000000000000000000000000000000000000000000000719",7,63532,4522777
"000000000000000000000000000000000000000000000000000000000000072a",17,12536,4535313
"0000000000000000000000000000000000000000000000000000000000000730",6,545,4535858
"0000000000000000000000000000000000000000000000000000000000000731",1,93,4535951
"0000000000000000000000000000000000000000000000000000000000000732",1,92,4536043
"0000000000000000000000000000000000000000000000000000000000000746",20,83304,4619347
"0000000000000000000000000000000000000000000000000000000000000748",2,227,4619574
"000000000000000000000000000000000000000000000000000000000000074e",6,720,4620294
"000000000000000000000000000000000000000000000000000000000000075e",16,11428,4631722
"0000000000000000000000000000000000000000000000000000000000000771",19,63148,4694870
"0000000000000000000000000000000000000000000000000000000000000775",4,463,4695333
"0000000000000000000000000000000000000000000000000000000000000791",28,111330,4806663
"000000000000000000000000000000000000000000000000000000000000079b",10,14153,4820816
"00000000000000000000000000000000000000000000000000000000000007a8",13,25734,4846550
"00000000000000000000000000000000000000000000000000000000000007a9",1,113,4846663
"00000000000000000000000000000000000000000000000000000000000007b7",14,184460,5031123
"00000000000000000000000000000000000000000000000000000000000007be",7,545,5031668
"00000000000000000000000000000000000000000000000000000000000007ca",12,77605,5109273
"00000000000000000000000000000000000000000000000000000000000007cb",1,76,5109349
"00000000000000000000000000000000000000000000000000000000000007d1",6,28939,5138288
"00000000000000000000000000000000000000000000000000000000000007d5",4,34429,5172717
"00000000000000000000000000000000000000000000000000000000000007df",10,19371,5192088
"00000000000000000000000000000000000000000000000000000000000007f5",22,99123,5291211
"000000000000000000000000000000000000000000000000000000000000081b",37,172958,5464169
"0000000000000000000000000000000000000000000000000000000000000826",11,14659,5478828
"0000000000000000000000000000000000000000000000000000000000000830",10,28943,5507771
"0000000000000000000000000000000000000000000000000000000000000842",18,49705,5557476
"0000000000000000000000000000000000000000000000000000000000000853",17,224426,5781902
"0000000000000000000000000000000000000000000000000000000000000857",4,302,5782204
"000000000000000000000000000000000000000000000000000000000000085f",8,8480,5790684
"000000000000000000000000000000000000000000000000000000000000086b",12,6494,5797178
"0000000000000000000000000000000000000000000000000000000000000879",14,5112,5802290
"000000000000000000000000000000000000000000000000000000000000087b",2,154,5802444
"0000000000000000000000000000000000000000000000000000000000000882",7,544,5802988
"0000000000000000000000000000000000000000000000000000000000000883",1,76,5803064
"00000000000000000000000000000000000000000000000000000000000008a3",32,26858,5829922
"00000000000000000000000000000000000000000000000000000000000008ad",10,7905,5837827
"00000000000000000000000000000000000000000000000000000000000008e1",52,48995,5886822
"00000000000000000000000000000000000000000000000000000000000008ef",14,9938,5896760
"00000000000000000000000000000000000000000000000000000000000008f3",4,334,5897094
"0000000000000000000000000000000000000000000000000000000000000908",20,16360,5913454
"000000000000000000000000000000000000000000000000000000000000090f",7,22358,5935812
"000000000000000000000000000000000000000000000000000000000000092c",29,17948,5953760
"0000000000000000000000000000000000000000000000000000000000000938",12,186899,6140659
"000000000000000000000000000000000000000000000000000000000000094c",20,119122,6259781
"000000000000000000000000000000000000000000000000000000000000096a",30,33429,6293210
"000000000000000000000000000000000000000000000000000000000000096f",5,3792,6297002
"0000000000000000000000000000000000000000000000000000000000000985",22,13605,6310607
"0000000000000000000000000000000000000000000000000000000000000988",3,231,6310838
"000000000000000000000000000000000000000000000000000000000000099c",20,3810,6314648
"00000000000000000000000000000000000000000000000000000000000009a0",4,364,6315012
"00000000000000000000000000000000000000000000000000000000000009a5",5,72114,6387126
"00000000000000000000000000000000000000000000000000000000000009a6",1,76,6387202
"00000000000000000000000000000000000000000000000000000000000009d1",43,157112,6544314
"00000000000000000000000000000000000000000000000000000000000009d9",8,5228,6549542
"00000000000000000000000000000000000000000000000000000000000009da",1,82,6549624
"00000000000000000000000000000000000000000000000000000000000009dd",3,262,6549886
"00000000000000000000000000000000000000000000000000000000000009df",2,180,6550066
"00000000000000000000000000000000000000000000000000000000000009fe",31,15716,6565782
"0000000000000000000000000000000000000000000000000000000000000a12",19,14884,6580666
"0000000000000000000000000000000000000000000000000000000000000a25",19,14593,6595259
"0000000000000000000000000000000000000000000000000000000000000a29",4,365,6595624
"0000000000000000000000000000000000000000000000000000000000000a3a",17,24374,6619998
"0000000000000000000000000000000000000000000000000000000000000a40",6,1577,6621575
"0000000000000000000000000000000000000000000000000000000000000a48",8,698,6622273
"0000000000000000000000000000000000000000000000000000000000000a4d",5,470,6622743
"0000000000000000000000000000000000000000000000000000000000000a6f",34,13566,6636309
"0000000000000000000000000000000000000000000000000000000000000a94",37,15290,6651599
"0000000000000000000000000000000000000000000000000000000000000acf",59,40926,6692525
"0000000000000000000000000000000000000000000000000000000000000aec",29,13410,6705935
"0000000000000000000000000000000000000000000000000000000000000b00",19,3391,6709326
"0000000000000000000000000000000000000000000000000000000000000b03",3,222,6709548
"0000000000000000000000000000000000000000000000000000000000000b19",22,121825,6831373
"0000000000000000000000000000000000000000000000000000000000000b2b",18,84944,6916317
"0000000000000000000000000000000000000000000000000000000000000b2e",3,245,6916562
"0000000000000000000000000000000000000000000000000000000000000b3a",12,77857,6994419
"0000000000000000000000000000000000000000000000000000000000000b61",39,240338,7234757
"0000000000000000000000000000000000000000000000000000000000000b6d",12,135488,7370245
"0000000000000000000000000000000000000000000000000000000000000b82",21,1574,7371819
"0000000000000000000000000000000000000000000000000000000000000b8e",12,1139,7372958
"0000000000000000000000000000000000000000000000000000000000000ba0",18,1748,7374706
"0000000000000000000000000000000000000000000000000000000000000ba7",7,524,7375230
"0000000000000000000000000000000000000000000000000000000000000bac",5,376,7375606
"0000000000000000000000000000000000000000000000000000000000000bc3",23,1723,7377329
"0000000000000000000000000000000000000000000000000000000000000bc4",1,73,7377402
"0000000000000000000000000000000000000000000000000000000000000bc7",3,241,7377643
"0000000000000000000000000000000000000000000000000000000000000bc9",2,1137,7378780
"0000000000000000000000000000000000000000000000000000000000000bca",1,96,7378876
"0000000000000000000000000000000000000000000000000000000000000be2",24,101631,7480507
"0000000000000000000000000000000000000000000000000000000000000be4",2,149,7480656
"0000000000000000000000000000000000000000000000000000000000000be8",4,39438,7520094
"0000000000000000000000000000000000000000000000000000000000000c04",27,3518,7523612
"0000000000000000000000000000000000000000000000000000000000000c09",5,35160,7558772
"0000000000000000000000000000000000000000000000000000000000000c1e",21,63314,7622086
"0000000000000000000000000000000000000000000000000000000000000c23",5,9564,7631650
"0000000000000000000000000000000000000000000000000000000000000c2c",9,6581,7638231
"0000000000000000000000000000000000000000000000000000000000000c3f",19,132528,7770759
"0000000000000000000000000000000000000000000000000000000000000c42",3,392,7771151
"0000000000000000000000000000000000000000000000000000000000000c4b",9,19483,7790634
"0000000000000000000000000000000000000000000000000000000000000c5d",18,22952,7813586
"0000000000000000000000000000000000000000000000000000000000000c66",9,1212,7814798
"0000000000000000000000000000000000000000000000000000000000000c7c",22,3334,7818132
"0000000000000000000000000000000000000000000000000000000000000c80",4,370,7818502
"0000000000000000000000000000000000000000000000000000000000000ca4",36,9646,7828148
"0000000000000000000000000000000000000000000000000000000000000ca7",3,6247,7834395
"0000000000000000000000000000000000000000000000000000000000000cbc",21,41239,7875634
"0000000000000000000000000000000000000000000000000000000000000cc4",8,5592,7881226
"0000000000000000000000000000000000000000000000000000000000000cc6",2,2400,7883626
"0000000000000000000000000000000000000000000000000000000000000ccb",5,6822,7890448
"0000000000000000000000000000000000000000000000000000000000000cd8",13,36485,7926933
"0000000000000000000000000000000000000000000000000000000000000ce7",15,140163,8067096
"0000000000000000000000000000000000000000000000000000000000000cf1",10,3225,8070321
"0000000000000000000000000000000000000000000000000000000000000cf2",1,151,8070472
"0000000000000000000000000000000000000000000000000000000000000d43",80,456115,8526587
"0000000000000000000000000000000000000000000000000000000000000d46",3,254,8526841
"0000000000000000000000000000000000000000000000000000000000000d60",26,146553,8673394
"0000000000000000000000000000000000000000000000000000000000000d62",2,168,8673562
"0000000000000000000000000000000000000000000000000000000000000d6e",12,9115,8682677
"0000000000000000000000000000000000000000000000000000000000000d72",4,18227,8700904
"0000000000000000000000000000000000000000000000000000000000000d87",21,12334,8713238
"0000000000000000000000000000000000000000000000000000000000000d94",13,22060,8735298
"0000000000000000000000000000000000000000000000000000000000000d9b",7,35503,8770801
"0000000000000000000000000000000000000000000000000000000000000d9c",1,87,8770888
"0000000000000000000000000000000000000000000000000000000000000daf",19,55137,8826025
"0000000000000000000000000000000000000000000000000000000000000dcf",32,104835,8930860
"0000000000000000000000000000000000000000000000000000000000000dd4",5,22816,8953676
"0000000000000000000000000000000000000000000000000000000000000dda",6,479,8954155
"0000000000000000000000000000000000000000000000000000000000000e06",43,101533,9055688
"0000000000000000000000000000000000000000000000000000000000000e09",3,1466,9057154
"0000000000000000000000000000000000000000000000000000000000000e18",15,1120,9058274
"0000000000000000000000000000000000000000000000000000000000000e4b",51,110278,9168552
"0000000000000000000000000000000000000000000000000000000000000e61",22,101437,9269989
"0000000000000000000000000000000000000000000000000000000000000e7b",26,74514,9344503
"0000000000000000000000000000000000000000000000000000000000000ea6",43,242969,9587472
"0000000000000000000000000000000000000000000000000000000000000eae",8,27511,9614983
"0000000000000000000000000000000000000000000000000000000000000eb5",7,37273,9652256
"0000000000000000000000000000000000000000000000000000000000000ec4",15,66096,9718352
"0000000000000000000000000000000000000000000000000000000000000ecd",9,17145,9735497
"0000000000000000000000000000000000000000000000000000000000000ee3",22,107745,9843242
"0000000000000000000000000000000000000000000000000000000000000eef",12,98070,9941312
"0000000000000000000000000000000000000000000000000000000000000efb",12,1437,9942749
"0000000000000000000000000000000000000000000000000000000000000efc",1,31152,9973901
"0000000000000000000000000000000000000000000000000000000000000f4a",77,332605,10306506
"0000000000000000000000000000000000000000000000000000000000000f4e",4,26305,10332811
"0000000000000000000000000000000000000000000000000000000000000f53",5,1179,10333990
"0000000000000000000000000000000000000000000000000000000000000f57",4,65768,10399758
"0000000000000000000000000000000000000000000000000000000000000f58",1,77,10399835
"0000000000000000000000000000000000000000000000000000000000000f5f",7,45660,10445495
"0000000000000000000000000000000000000000000000000000000000000f66",7,85412,10530907
"0000000000000000000000000000000000000000000000000000000000000f6e",8,610,10531517
"0000000000000000000000000000000000000000000000000000000000000f70",2,545,10532062
"0000000000000000000000000000000000000000000000000000000000000f91",33,142184,10674246
"0000000000000000000000000000000000000000000000000000000000000f92",1,143,10674389
"0000000000000000000000000000000000000000000000000000000000000f9a",8,46984,10721373
"0000000000000000000000000000000000000000000000000000000000000f9e",4,59645,10781018
"0000000000000000000000000000000000000000000000000000000000000fa8",10,26690,10807708
"0000000000000000000000000000000000000000000000000000000000000fba",18,28841,10836549
"000000000000000000000000000000000000000000000000000000000000101f",100,223145,11059694
"000000000000000000000000000000000000000000000000000000000000102d",14,103909,11163603
"0000000000000000000000000000000000000000000000000000000000001031",4,62211,11225814
"0000000000000000000000000000000000000000000000000000000000001040",15,16465,11242279
"0000000000000000000000000000000000000000000000000000000000001053",19,34873,11277152
"0000000000000000000000000000000000000000000000000000000000001059",6,4658,11281810
"0000000000000000000000000000000000000000000000000000000000001066",13,50928,11332738
"0000000000000000000000000000000000000000000000000000000000001068",2,151,11332889
"0000000000000000000000000000000000000000000000000000000000001097",47,61861,11394750
"000000000000000000000000000000000000000000000000000000000000109a",3,249,11394999
"00000000000000000000000000000000000000000000000000000000000010a1",7,19572,11414571
"00000000000000000000000000000000000000000000000000000000000010b5",20,22525,11437096
"00000000000000000000000000000000000000000000000000000000000010b7",2,149,11437245
"00000000000000000000000000000000000000000000000000000000000010bc",5,10591,11447836
"00000000000000000000000000000000000000000000000000000000000010c5",9,2596,11450432
"00000000000000000000000000000000000000000000000000000000000010cd",8,33202,11483634
"00000000000000000000000000000000000000000000000000000000000010f0",35,95841,11579475
"000000000000000000000000000000000000000000000000000000000000111b",42,37060,11616535
"000000000000000000000000000000000000000000000000000000000000113c",33,16482,11633017
"000000000000000000000000000000000000000000000000000000000000113e",2,1046,11634063
"0000000000000000000000000000000000000000000000000000000000001140",2,173,11634236
"000000000000000000000000000000000000000000000000000000000000115a",26,10432,11644668
"0000000000000000000000000000000000000000000000000000000000001166",12,10644,11655312
"0000000000000000000000000000000000000000000000000000000000001167",1,135,11655447
"000000000000000000000000000000000000000000000000000000000000116d",6,1571,11657018
"000000000000000000000000000000000000000000000000000000000000117d",16,49334,11706352
"00000000000000000000000000000000000000000000000000000000000011b5",56,160580,11866932
"00000000000000000000000000000000000000000000000000000000000011ce",25,188276,12055208
"00000000000000000000000000000000000000000000000000000000000011e0",18,49329,12104537
"00000000000000000000000000000000000000000000000000000000000011eb",11,2204,12106741
"00000000000000000000000000000000000000000000000000000000000011f6",11,14806,12121547
"0000000000000000000000000000000000000000000000000000000000001201",10,117424,12238971
"0000000000000000000000000000000000000000000000000000000000001206",5,25139,12264110
"0000000000000000000000000000000000000000000000000000000000001213",13,21113,12285223
"0000000000000000000000000000000000000000000000000000000000001227",20,48644,12333867
"0000000000000000000000000000000000000000000000000000000000001229",2,153,12334020
"000000000000000000000000000000000000000000000000000000000000124c",35,244325,12578345
"000000000000000000000000000000000000000000000000000000000000125c",16,30252,12608597
"0000000000000000000000000000000000000000000000000000000000001266",10,28425,12637022
"0000000000000000000000000000000000000000000000000000000000001267",1,76,12637098
"000000000000000000000000000000000000000000000000000000000000126d",6,2480,12639578
"0000000000000000000000000000000000000000000000000000000000001276",9,19860,12659438
"0000000000000000000000000000000000000000000000000000000000001279",3,65565,12725003
"0000000000000000000000000000000000000000000000000000000000001289",16,22658,12747661
"0000000000000000000000000000000000000000000000000000000000001290",7,259563,13007224
"0000000000000000000000000000000000000000000000000000000000001291",1,77,13007301
"00000000000000000000000000000000000000000000000000000000000012ad",28,35638,13042939
"00000000000000000000000000000000000000000000000000000000000012b4",7,55817,13098756
"00000000000000000000000000000000000000000000000000000000000012c5",17,51198,13149954
"00000000000000000000000000000000000000000000000000000000000012f8",51,133625,13283579
"000000000000000000000000000000000000000000000000000000000000131e",37,85863,13369442
"0000000000000000000000000000000000000000000000000000000000001342",36,217757,13587199
"0000000000000000000000000000000000000000000000000000000000001352",16,27344,13614543
"000000000000000000000000000000000000000000000000000000000000136c",26,165908,13780451
"0000000000000000000000000000000000000000000000000000000000001371",5,6253,13786704
"000000000000000000000000000000000000000000000000000000000000137c",11,20762,13807466
"000000000000000000000000000000000000000000000000000000000000137f",3,228,13807694
"0000000000000000000000000000000000000000000000000000000000001389",10,38913,13846607
"000000000000000000000000000000000000000000000000000000000000139a",17,4532,13851139
"00000000000000000000000000000000000000000000000000000000000013a5",11,46601,13897740
"00000000000000000000000000000000000000000000000000000000000013b1",12,48390,13946130
"00000000000000000000000000000000000000000000000000000000000013b4",3,499,13946629
"00000000000000000000000000000000000000000000000000000000000013ba",6,829,13947458
"00000000000000000000000000000000000000000000000000000000000013c8",14,49856,13997314
"00000000000000000000000000000000000000000000000000000000000013dd",21,17728,14015042
"00000000000000000000000000000000000000000000000000000000000013e6",9,160730,14175772
"00000000000000000000000000000000000000000000000000000000000013ee",8,153098,14328870
"0000000000000000000000000000000000000000000000000000000000001403",20,160987,14489857
"000000000000000000000000000000000000000000000000000000000000141a",23,192256,14682113
"0000000000000000000000000000000000000000000000000000000000001423",9,18305,14700418
"0000000000000000000000000000000000000000000000000000000000001438",21,6365,14706783
"000000000000000000000000000000000000000000000000000000000000144c",20,13186,14719969
"000000000000000000000000000000000000000000000000000000000000144d",1,2445,14722414
"0000000000000000000000000000000000000000000000000000000000001485",56,281445,15003859
"000000000000000000000000000000000000000000000000000000000000149f",26,261214,15265073
"00000000000000000000000000000000000000000000000000000000000014ac",13,15925,15280998
"00000000000000000000000000000000000000000000000000000000000014b5",9,14622,15295620
"00000000000000000000000000000000000000000000000000000000000014b8",3,250,15295870
"00000000000000000000000000000000000000000000000000000000000014ca",18,80272,15376142
"00000000000000000000000000000000000000000000000000000000000014db",17,3438,15379580
"00000000000000000000000000000000000000000000000000000000000014f8",29,134989,15514569
"00000000000000000000000000000000000000000000000000000000000014fd",5,67746,15582315
"0000000000000000000000000000000000000000000000000000000000001509",11,78525,15660840
"0000000000000000000000000000000000000000000000000000000000001519",16,60416,15721256
"000000000000000000000000000000000000000000000000000000000000151a",1,77,15721333
"0000000000000000000000000000000000000000000000000000000000001522",8,18981,15740314
"0000000000000000000000000000000000000000000000000000000000001525",3,2748,15743062
"000000000000000000000000000000000000000000000000000000000000152a",5,387,15743449
"0000000000000000000000000000000000000000000000000000000000001531",7,27192,15770641
"0000000000000000000000000000000000000000000000000000000000001544",19,50051,15820692
"0000000000000000000000000000000000000000000000000000000000001547",3,226,15820918
"0000000000000000000000000000000000000000000000000000000000001562",27,160083,15981001
"0000000000000000000000000000000000000000000000000000000000001581",31,106730,16087731
"0000000000000000000000000000000000000000000000000000000000001586",5,21493,16109224
"000000000000000000000000000000000000000000000000000000000000159a",20,142740,16251964
"00000000000000000000000000000000000000000000000000000000000015a9",15,80470,16332434
"00000000000000000000000000000000000000000000000000000000000015b2",9,23388,16355822
"00000000000000000000000000000000000000000000000000000000000015ba",8,11647,16367469
"00000000000000000000000000000000000000000000000000000000000015bc",2,153,16367622
"00000000000000000000000000000000000000000000000000000000000015bf",3,222,16367844
"00000000000000000000000000000000000000000000000000000000000015cd",14,21578,16389422
"00000000000000000000000000000000000000000000000000000000000015e0",19,9238,16398660
"00000000000000000000000000000000000000000000000000000000000015e7",7,7015,16405675
"00000000000000000000000000000000000000000000000000000000000015f6",15,2344,16408019
"000000000000000000000000000000000000000000000000000000000000160e",23,40366,16448385
"0000000000000000000000000000000000000000000000000000000000001618",10,76202,16524587
"000000000000000000000000000000000000000000000000000000000000161a",2,39649,16564236
"0000000000000000000000000000000000000000000000000000000000001623",9,4961,16569197
"0000000000000000000000000000000000000000000000000000000000001630",13,52852,16622049
"0000000000000000000000000000000000000000000000000000000000001632",2,16165,16638214
"000000000000000000000000000000000000000000000000000000000000163c",10,3371,16641585
"0000000000000000000000000000000000000000000000000000000000001644",8,623,16642208
"0000000000000000000000000000000000000000000000000000000000001647",3,16569,16658777
"000000000000000000000000000000000000000000000000000000000000164e",7,690,16659467
"000000000000000000000000000000000000000000000000000000000000165f",17,102705,16762172
"0000000000000000000000000000000000000000000000000000000000001686",39,111827,16873999
"000000000000000000000000000000000000000000000000000000000000169e",24,120002,16994001
"00000000000000000000000000000000000000000000000000000000000016a4",6,78058,17072059
"00000000000000000000000000000000000000000000000000000000000016b6",18,52474,17124533
"00000000000000000000000000000000000000000000000000000000000016bc",6,64859,17189392
"00000000000000000000000000000000000000000000000000000000000016c4",8,6556,17195948
"00000000000000000000000000000000000000000000000000000000000016da",22,33781,17229729
"00000000000000000000000000000000000000000000000000000000000016dc",2,159,17229888
"00000000000000000000000000000000000000000000000000000000000016fb",31,31291,17261179
"0000000000000000000000000000000000000000000000000000000000001701",5,34431,17295610
"000000000000000000000000000000000000000000000000000000000000170a",9,15187,17310797
"0000000000000000000000000000000000000000000000000000000000001723",25,126941,17437738
"0000000000000000000000000000000000000000000000000000000000001728",5,404,17438142
"0000000000000000000000000000000000000000000000000000000000001737",15,13468,17451610
"000000000000000000000000000000000000000000000000000000000000175d",38,45974,17497584
"000000000000000000000000000000000000000000000000000000000000176b",14,11378,17508962
"0000000000000000000000000000000000000000000000000000000000001773",8,4573,17513535
"00000000000000000000000000000000000000000000000000000000000017d1",94,98144,17611679
