x0,3b7db59ddf063201db7fe352d68f1e01cb59f7e1f7930baf3962ef3b7e858b28
Era,1,Eratimeout,300
"0000000000000000000000000000000000000000000000000000000000000755",17,83078,6368497
"0000000000000000000000000000000000000000000000000000000000000779",36,80510,6449007
"0000000000000000000000000000000000000000000000000000000000000796",29,118137,6567144
"000000000000000000000000000000000000000000000000000000000000079d",7,66526,6633670
"00000000000000000000000000000000000000000000000000000000000007a1",4,2825,6636495
"00000000000000000000000000000000000000000000000000000000000007b1",16,66870,6703365
"00000000000000000000000000000000000000000000000000000000000007c6",21,63544,6766909
"00000000000000000000000000000000000000000000000000000000000007c7",1,82,6766991
"00000000000000000000000000000000000000000000000000000000000007ce",7,2243,6769234
"00000000000000000000000000000000000000000000000000000000000007d0",2,160,6769394
"00000000000000000000000000000000000000000000000000000000000007de",14,2089,6771483
"00000000000000000000000000000000000000000000000000000000000007e2",4,128463,6899946
"00000000000000000000000000000000000000000000000000000000000007ed",11,43716,6943662
"00000000000000000000000000000000000000000000000000000000000007ef",2,211,6943873
"00000000000000000000000000000000000000000000000000000000000007fc",13,63915,7007788
"0000000000000000000000000000000000000000000000000000000000000809",12,10599,7018387
"0000000000000000000000000000000000000000000000000000000000000884",123,298897,7317284
"000000000000000000000000000000000000000000000000000000000000088f",11,23113,7340397
"0000000000000000000000000000000000000000000000000000000000000891",2,60080,7400477
"00000000000000000000000000000000000000000000000000000000000008a2",17,109680,7510157
"00000000000000000000000000000000000000000000000000000000000008b4",18,3968,7514125
"00000000000000000000000000000000000000000000000000000000000008bb",7,3470,7517595
"00000000000000000000000000000000000000000000000000000000000008d4",25,2318,7519913
"00000000000000000000000000000000000000000000000000000000000008da",6,4996,7524909
"00000000000000000000000000000000000000000000000000000000000008e9",15,18936,7543845
"00000000000000000000000000000000000000000000000000000000000008ee",5,444,7544289
"000000000000000000000000000000000000000000000000000000000000090c",29,18852,7563141
"0000000000000000000000000000000000000000000000000000000000000913",7,2689,7565830
"0000000000000000000000000000000000000000000000000000000000000920",13,6614,7572444
"0000000000000000000000000000000000000000000000000000000000000927",7,10895,7583339
"0000000000000000000000000000000000000000000000000000000000000934",13,14773,7598112
"000000000000000000000000000000000000000000000000000000000000096e",58,45849,7643961
"0000000000000000000000000000000000000000000000000000000000000973",5,12025,7655986
"0000000000000000000000000000000000000000000000000000000000000989",22,98276,7754262
"000000000000000000000000000000000000000000000000000000000000098f",6,28714,7782976
"000000000000000000000000000000000000000000000000000000000000099d",14,55070,7838046
"00000000000000000000000000000000000000000000000000000000000009a7",10,11847,7849893
"00000000000000000000000000000000000000000000000000000000000009d5",46,48402,7898295
"00000000000000000000000000000000000000000000000000000000000009d6",1,74,7898369
"0000000000000000000000000000000000000000000000000000000000000a05",46,209429,8107798
"0000000000000000000000000000000000000000000000000000000000000a14",15,34615,8142413
"0000000000000000000000000000000000000000000000000000000000000a1f",11,3502,8145915
"0000000000000000000000000000000000000000000000000000000000000a37",24,53728,8199643
"0000000000000000000000000000000000000000000000000000000000000a63",44,287434,8487077
"0000000000000000000000000000000000000000000000000000000000000a65",2,152,8487229
"0000000000000000000000000000000000000000000000000000000000000a80",27,286036,8773265
"0000000000000000000000000000000000000000000000000000000000000aa4",36,104853,8878118
"0000000000000000000000000000000000000000000000000000000000000ab5",17,29218,8907336
"0000000000000000000000000000000000000000000000000000000000000abd",8,11172,8918508
"0000000000000000000000000000000000000000000000000000000000000ac6",9,7472,8925980
"0000000000000000000000000000000000000000000000000000000000000ad9",19,61810,8987790
"0000000000000000000000000000000000000000000000000000000000000b06",44,120995,9108785
"0000000000000000000000000000000000000000000000000000000000000b0f",9,688,9109473
"0000000000000000000000000000000000000000000000000000000000000b16",7,16464,9125937
"0000000000000000000000000000000000000000000000000000000000000b3f",41,86915,9212852
"0000000000000000000000000000000000000000000000000000000000000b46",7,628,9213480
"0000000000000000000000000000000000000000000000000000000000000b5a",20,24501,9237981
"0000000000000000000000000000000000000000000000000000000000000b78",30,86909,9324890
"0000000000000000000000000000000000000000000000000000000000000b79",1,75,9324965
"0000000000000000000000000000000000000000000000000000000000000b7c",3,224,9325189
"0000000000000000000000000000000000000000000000000000000000000b8a",14,47214,9372403
"0000000000000000000000000000000000000000000000000000000000000b93",9,671,9373074
"0000000000000000000000000000000000000000000000000000000000000bb5",34,44065,9417139
"0000000000000000000000000000000000000000000000000000000000000bd2",29,55774,9472913
"0000000000000000000000000000000000000000000000000000000000000c3e",107,415179,9888092
"0000000000000000000000000000000000000000000000000000000000000c44",6,2789,9890881
"0000000000000000000000000000000000000000000000000000000000000c6c",40,174847,10065728
"0000000000000000000000000000000000000000000000000000000000000c79",13,26952,10092680
"0000000000000000000000000000000000000000000000000000000000000c7e",5,7385,10100065
"0000000000000000000000000000000000000000000000000000000000000c84",6,56548,10156613
"0000000000000000000000000000000000000000000000000000000000000c91",13,38762,10195375
"0000000000000000000000000000000000000000000000000000000000000c93",2,2408,10197783
"0000000000000000000000000000000000000000000000000000000000000cb5",34,49328,10247111
"0000000000000000000000000000000000000000000000000000000000000cc3",14,44220,10291331
"0000000000000000000000000000000000000000000000000000000000000cc9",6,50148,10341479
"0000000000000000000000000000000000000000000000000000000000000d1b",81,289811,10631290
"0000000000000000000000000000000000000000000000000000000000000d1c",1,74,10631364
"0000000000000000000000000000000000000000000000000000000000000d3e",34,117274,10748638
"0000000000000000000000000000000000000000000000000000000000000d5a",28,71727,10820365
"0000000000000000000000000000000000000000000000000000000000000d84",42,187936,11008301
"0000000000000000000000000000000000000000000000000000000000000d8b",7,72920,11081221
"0000000000000000000000000000000000000000000000000000000000000daa",31,145691,11226912
"0000000000000000000000000000000000000000000000000000000000000db0",6,482,11227394
"0000000000000000000000000000000000000000000000000000000000000db9",9,11262,11238656
"0000000000000000000000000000000000000000000000000000000000000dc6",13,51944,11290600
"0000000000000000000000000000000000000000000000000000000000000de5",31,119540,11410140
"0000000000000000000000000000000000000000000000000000000000000e17",49,41397,11451537
"0000000000000000000000000000000000000000000000000000000000000e19",2,160,11451697
"0000000000000000000000000000000000000000000000000000000000000e1c",3,229,11451926
"0000000000000000000000000000000000000000000000000000000000000e21",5,5079,11457005
"0000000000000000000000000000000000000000000000000000000000000e47",38,33347,11490352
"0000000000000000000000000000000000000000000000000000000000000e4c",5,653,11491005
"0000000000000000000000000000000000000000000000000000000000000e69",29,7519,11498524
"0000000000000000000000000000000000000000000000000000000000000e7f",22,4134,11502658
"0000000000000000000000000000000000000000000000000000000000000e87",8,20030,11522688
"0000000000000000000000000000000000000000000000000000000000000e99",18,6011,11528699
"0000000000000000000000000000000000000000000000000000000000000eb6",29,4440,11533139
"0000000000000000000000000000000000000000000000000000000000000ebc",6,559,11533698
"0000000000000000000000000000000000000000000000000000000000000ec9",13,3004,11536702
"0000000000000000000000000000000000000000000000000000000000000f0b",65,34878,11571580
"0000000000000000000000000000000000000000000000000000000000000f18",13,3155,11574735
"0000000000000000000000000000000000000000000000000000000000000f34",28,11928,11586663
"0000000000000000000000000000000000000000000000000000000000000f3b",7,3838,11590501
"0000000000000000000000000000000000000000000000000000000000000f64",41,24600,11615101
"0000000000000000000000000000000000000000000000000000000000000f68",4,15669,11630770
"0000000000000000000000000000000000000000000000000000000000000f6c",4,3809,11634579
"0000000000000000000000000000000000000000000000000000000000000f80",20,59398,11693977
"0000000000000000000000000000000000000000000000000000000000000faa",42,272339,11966316
"0000000000000000000000000000000000000000000000000000000000000fab",1,82,11966398
"0000000000000000000000000000000000000000000000000000000000000fe4",57,211452,12177850
"0000000000000000000000000000000000000000000000000000000000000ff4",16,66438,12244288
"0000000000000000000000000000000000000000000000000000000000000ff8",4,299,12244587
"0000000000000000000000000000000000000000000000000000000000000ffe",6,479,12245066
"0000000000000000000000000000000000000000000000000000000000001016",23,85360,12330426
"000000000000000000000000000000000000000000000000000000000000104f",57,217140,12547566
"0000000000000000000000000000000000000000000000000000000000001088",57,13018,12560584
"000000000000000000000000000000000000000000000000000000000000108f",7,972,12561556
"0000000000000000000000000000000000000000000000000000000000001092",3,391,12561947
"00000000000000000000000000000000000000000000000000000000000010b9",39,8487,12570434
"00000000000000000000000000000000000000000000000000000000000010c9",16,1313,12571747
"00000000000000000000000000000000000000000000000000000000000010ca",1,77,12571824
"00000000000000000000000000000000000000000000000000000000000010cc",2,172,12571996
"00000000000000000000000000000000000000000000000000000000000010d8",12,983,12572979
"00000000000000000000000000000000000000000000000000000000000010e6",14,5597,12578576
"0000000000000000000000000000000000000000000000000000000000001108",33,3035,12581611
"0000000000000000000000000000000000000000000000000000000000001109",1,3794,12585405
"0000000000000000000000000000000000000000000000000000000000001116",13,6510,12591915
"0000000000000000000000000000000000000000000000000000000000001117",1,77,12591992
"0000000000000000000000000000000000000000000000000000000000001118",1,73,12592065
"000000000000000000000000000000000000000000000000000000000000111e",6,452,12592517
"0000000000000000000000000000000000000000000000000000000000001131",19,8054,12600571
"0000000000000000000000000000000000000000000000000000000000001170",63,29931,12630502
"0000000000000000000000000000000000000000000000000000000000001186",22,23576,12654078
"00000000000000000000000000000000000000000000000000000000000011ac",38,128759,12782837
"00000000000000000000000000000000000000000000000000000000000011b4",8,23818,12806655
"00000000000000000000000000000000000000000000000000000000000011cf",27,435413,13242068
"00000000000000000000000000000000000000000000000000000000000011e4",21,157186,13399254
"00000000000000000000000000000000000000000000000000000000000011f1",13,29061,13428315
"00000000000000000000000000000000000000000000000000000000000011f5",4,2701,13431016
"00000000000000000000000000000000000000000000000000000000000011f7",2,159,13431175
"0000000000000000000000000000000000000000000000000000000000001225",45,361464,13792639
"0000000000000000000000000000000000000000000000000000000000001233",14,60235,13852874
"000000000000000000000000000000000000000000000000000000000000125d",42,275226,14128100
"0000000000000000000000000000000000000000000000000000000000001285",40,22521,14150621
"0000000000000000000000000000000000000000000000000000000000001286",1,84,14150705
"0000000000000000000000000000000000000000000000000000000000001298",18,12278,14162983
"00000000000000000000000000000000000000000000000000000000000012b2",26,242207,14405190
"00000000000000000000000000000000000000000000000000000000000012d9",39,21023,14426213
"00000000000000000000000000000000000000000000000000000000000012e1",8,13267,14439480
"00000000000000000000000000000000000000000000000000000000000012e3",2,216,14439696
"0000000000000000000000000000000000000000000000000000000000001309",37,11852,14451548
"000000000000000000000000000000000000000000000000000000000000134a",65,49699,14501247
"0000000000000000000000000000000000000000000000000000000000001355",11,1142,14502389
"0000000000000000000000000000000000000000000000000000000000001361",12,1224,14503613
"0000000000000000000000000000000000000000000000000000000000001364",3,6649,14510262
"000000000000000000000000000000000000000000000000000000000000137e",26,25742,14536004
"0000000000000000000000000000000000000000000000000000000000001383",5,1098,14537102
"0000000000000000000000000000000000000000000000000000000000001385",2,215,14537317
"00000000000000000000000000000000000000000000000000000000000013a2",29,25897,14563214
"00000000000000000000000000000000000000000000000000000000000013a6",4,334,14563548
"00000000000000000000000000000000000000000000000000000000000013d8",50,29745,14593293
"0000000000000000000000000000000000000000000000000000000000001412",57,33298,14626591
"0000000000000000000000000000000000000000000000000000000000001418",6,2657,14629248
"000000000000000000000000000000000000000000000000000000000000143d",37,6932,14636180
"000000000000000000000000000000000000000000000000000000000000146e",49,40848,14677028
"000000000000000000000000000000000000000000000000000000000000146f",1,154,14677182
"0000000000000000000000000000000000000000000000000000000000001470",1,116,14677298
"000000000000000000000000000000000000000000000000000000000000147c",12,2074,14679372
"0000000000000000000000000000000000000000000000000000000000001487",11,6885,14686257
"00000000000000000000000000000000000000000000000000000000000014ed",102,102482,14788739
"00000000000000000000000000000000000000000000000000000000000014f2",5,2752,14791491
"00000000000000000000000000000000000000000000000000000000000014f6",4,644,14792135
"00000000000000000000000000000000000000000000000000000000000014f7",1,161,14792296
"000000000000000000000000000000000000000000000000000000000000152c",52,46262,14838558
"000000000000000000000000000000000000000000000000000000000000153c",16,14645,14853203
"0000000000000000000000000000000000000000000000000000000000001549",13,3161,14856364
"000000000000000000000000000000000000000000000000000000000000155a",17,23859,14880223
"000000000000000000000000000000000000000000000000000000000000155d",3,38063,14918286
"0000000000000000000000000000000000000000000000000000000000001594",55,197098,15115384
"00000000000000000000000000000000000000000000000000000000000015db",71,363070,15478454
"00000000000000000000000000000000000000000000000000000000000015e1",6,212357,15690811
"00000000000000000000000000000000000000000000000000000000000015e9",8,732,15691543
"00000000000000000000000000000000000000000000000000000000000015ed",4,27862,15719405
"0000000000000000000000000000000000000000000000000000000000001603",21,5715,15725120
"0000000000000000000000000000000000000000000000000000000000001639",54,386643,16111763
"0000000000000000000000000000000000000000000000000000000000001665",44,68779,16180542
"000000000000000000000000000000000000000000000000000000000000166d",8,4742,16185284
"000000000000000000000000000000000000000000000000000000000000167d",16,89327,16274611
"000000000000000000000000000000000000000000000000000000000000169d",32,4852,16279463
"00000000000000000000000000000000000000000000000000000000000016de",65,225778,16505241
"00000000000000000000000000000000000000000000000000000000000016e1",3,230,16505471
"00000000000000000000000000000000000000000000000000000000000016e5",4,54297,16559768
"00000000000000000000000000000000000000000000000000000000000016f2",13,1589,16561357
"00000000000000000000000000000000000000000000000000000000000016fa",8,602,16561959
"0000000000000000000000000000000000000000000000000000000000001715",26,142674,16704633
"0000000000000000000000000000000000000000000000000000000000001752",61,138263,16842896
"000000000000000000000000000000000000000000000000000000000000176d",27,6631,16849527
"000000000000000000000000000000000000000000000000000000000000177e",17,33966,16883493
"0000000000000000000000000000000000000000000000000000000000001785",7,583,16884076
"00000000000000000000000000000000000000000000000000000000000017b1",44,43079,16927155
"00000000000000000000000000000000000000000000000000000000000017ba",9,4321,16931476
"00000000000000000000000000000000000000000000000000000000000017be",4,1121,16932597
"00000000000000000000000000000000000000000000000000000000000017f1",51,69884,17002481
"00000000000000000000000000000000000000000000000000000000000017fb",10,3353,17005834
"00000000000000000000000000000000000000000000000000000000000017fc",1,82,17005916
"00000000000000000000000000000000000000000000000000000000000017fe",2,188,17006104
"0000000000000000000000000000000000000000000000000000000000001804",5,736,17006840
"0000000000000000000000000000000000000000000000000000000000001805",1,75,17006915
"000000000000000000000000000000000000000000000000000000000000181f",26,43036,17049951
"0000000000000000000000000000000000000000000000000000000000001822",3,294,17050245
"0000000000000000000000000000000000000000000000000000000000001833",17,2954,17053199
"000000000000000000000000000000000000000000000000000000000000183b",8,7679,17060878
"0000000000000000000000000000000000000000000000000000000000001852",23,8319,17069197
"000000000000000000000000000000000000000000000000000000000000185a",8,1542,17070739
"0000000000000000000000000000000000000000000000000000000000001869",15,27464,17098203
"0000000000000000000000000000000000000000000000000000000000001880",23,131902,17230105
"00000000000000000000000000000000000000000000000000000000000018b7",55,186445,17416550
"00000000000000000000000000000000000000000000000000000000000018d7",32,39107,17455657
"00000000000000000000000000000000000000000000000000000000000018da",3,359,17456016
"00000000000000000000000000000000000000000000000000000000000018de",4,1837,17457853
"00000000000000000000000000000000000000000000000000000000000018f3",21,31134,17488987
"00000000000000000000000000000000000000000000000000000000000018fc",9,12505,17501492
"00000000000000000000000000000000000000000000000000000000000018fe",2,1352,17502844
"0000000000000000000000000000000000000000000000000000000000001921",34,18610,17521454
"000000000000000000000000000000000000000000000000000000000000192f",14,5236,17526690
"000000000000000000000000000000000000000000000000000000000000193b",12,21312,17548002
"0000000000000000000000000000000000000000000000000000000000001957",28,19721,17567723
"000000000000000000000000000000000000000000000000000000000000195b",4,1855,17569578
"0000000000000000000000000000000000000000000000000000000000001972",23,12330,17581908
"0000000000000000000000000000000000000000000000000000000000001978",6,2973,17584881
"000000000000000000000000000000000000000000000000000000000000197f",7,602,17585483
"00000000000000000000000000000000000000000000000000000000000019be",63,106437,17691920
"00000000000000000000000000000000000000000000000000000000000019dd",31,63474,17755394
"00000000000000000000000000000000000000000000000000000000000019e4",7,2197,17757591
"0000000000000000000000000000000000000000000000000000000000001a2a",69,12964,17770555
"0000000000000000000000000000000000000000000000000000000000001a35",11,3334,17773889
"0000000000000000000000000000000000000000000000000000000000001a3c",7,2756,17776645
"0000000000000000000000000000000000000000000000000000000000001a3e",2,2511,17779156
"0000000000000000000000000000000000000000000000000000000000001a5b",29,227775,18006931
"0000000000000000000000000000000000000000000000000000000000001a71",22,22619,18029550
"0000000000000000000000000000000000000000000000000000000000001a8c",27,16964,18046514
"0000000000000000000000000000000000000000000000000000000000001abf",51,87815,18134329
"0000000000000000000000000000000000000000000000000000000000001af3",52,73315,18207644
"0000000000000000000000000000000000000000000000000000000000001b24",48,63905,18271549
"0000000000000000000000000000000000000000000000000000000000001b4e",42,145468,18417017
"0000000000000000000000000000000000000000000000000000000000001b51",3,236,18417253
"0000000000000000000000000000000000000000000000000000000000001b55",4,12141,18429394
"0000000000000000000000000000000000000000000000000000000000001b74",31,17073,18446467
"0000000000000000000000000000000000000000000000000000000000001b8f",27,16258,18462725
"0000000000000000000000000000000000000000000000000000000000001bc7",56,42548,18505273
"0000000000000000000000000000000000000000000000000000000000001bf4",45,5111,18510384
"0000000000000000000000000000000000000000000000000000000000001c06",17,3734,18514118
"0000000000000000000000000000000000000000000000000000000000001c12",12,3225,18517343
"0000000000000000000000000000000000000000000000000000000000001c58",70,17299,18534642
"0000000000000000000000000000000000000000000000000000000000001c7a",34,11398,18546040
"0000000000000000000000000000000000000000000000000000000000001c82",8,13633,18559673
"0000000000000000000000000000000000000000000000000000000000001c8f",13,3633,18563306
"0000000000000000000000000000000000000000000000000000000000001c91",2,189,18563495
"0000000000000000000000000000000000000000000000000000000000001c97",6,556,18564051
"0000000000000000000000000000000000000000000000000000000000001caa",19,3024,18567075
"0000000000000000000000000000000000000000000000000000000000001cac",2,254,18567329
"0000000000000000000000000000000000000000000000000000000000001cb7",11,17924,18585253
"0000000000000000000000000000000000000000000000000000000000001cbe",7,1111,18586364
"0000000000000000000000000000000000000000000000000000000000001cdf",33,31274,18617638
"0000000000000000000000000000000000000000000000000000000000001ce1",2,2159,18619797
"0000000000000000000000000000000000000000000000000000000000001ce3",2,9879,18629676
"0000000000000000000000000000000000000000000000000000000000001cf3",16,22359,18652035
"0000000000000000000000000000000000000000000000000000000000001cf8",5,830,18652865
"0000000000000000000000000000000000000000000000000000000000001cfb",3,248,18653113
"0000000000000000000000000000000000000000000000000000000000001d01",5,447,18653560
"0000000000000000000000000000000000000000000000000000000000001d27",38,10774,18664334
"0000000000000000000000000000000000000000000000000000000000001d2d",6,7114,18671448
"0000000000000000000000000000000000000000000000000000000000001d4c",31,19588,18691036
"0000000000000000000000000000000000000000000000000000000000001d58",12,40818,18731854
"0000000000000000000000000000000000000000000000000000000000001d63",11,15321,18747175
"0000000000000000000000000000000000000000000000000000000000001d6d",10,7894,18755069
"0000000000000000000000000000000000000000000000000000000000001d7b",14,41698,18796767
"0000000000000000000000000000000000000000000000000000000000001d7d",2,47518,18844285
"0000000000000000000000000000000000000000000000000000000000001d8b",14,76961,18921246
"0000000000000000000000000000000000000000000000000000000000001d8e",3,405,18921651
"0000000000000000000000000000000000000000000000000000000000001db0",34,227762,19149413
"0000000000000000000000000000000000000000000000000000000000001dd0",32,62624,19212037
"0000000000000000000000000000000000000000000000000000000000001de8",24,100028,19312065
"0000000000000000000000000000000000000000000000000000000000001df0",8,68601,19380666
"0000000000000000000000000000000000000000000000000000000000001e0b",26,86995,19467661
"0000000000000000000000000000000000000000000000000000000000001e1e",19,155907,19623568
"0000000000000000000000000000000000000000000000000000000000001e35",23,32213,19655781
"0000000000000000000000000000000000000000000000000000000000001e39",4,19228,19675009
"0000000000000000000000000000000000000000000000000000000000001e45",12,32536,19707545
"0000000000000000000000000000000000000000000000000000000000001e48",3,6329,19713874
"0000000000000000000000000000000000000000000000000000000000001e56",14,7538,19721412
"0000000000000000000000000000000000000000000000000000000000001e5f",9,20734,19742146
"0000000000000000000000000000000000000000000000000000000000001e66",7,1044,19743190
"0000000000000000000000000000000000000000000000000000000000001ead",71,80122,19823312
"0000000000000000000000000000000000000000000000000000000000001eb5",8,10463,19833775
"0000000000000000000000000000000000000000000000000000000000001ecb",22,8198,19841973
"0000000000000000000000000000000000000000000000000000000000001ece",3,7156,19849129
"0000000000000000000000000000000000000000000000000000000000001edd",15,9907,19859036
"0000000000000000000000000000000000000000000000000000000000001ee2",5,4263,19863299
"0000000000000000000000000000000000000000000000000000000000001f03",32,37087,19900386
"0000000000000000000000000000000000000000000000000000000000001f0e",11,8952,19909338
"0000000000000000000000000000000000000000000000000000000000001f3a",44,69674,19979012
"0000000000000000000000000000000000000000000000000000000000001f45",11,26111,20005123
"0000000000000000000000000000000000000000000000000000000000001f5b",22,16767,20021890
"0000000000000000000000000000000000000000000000000000000000001f63",8,737,20022627
"0000000000000000000000000000000000000000000000000000000000001f9d",58,49117,20071744
"0000000000000000000000000000000000000000000000000000000000001fc4",39,29310,20101054
"0000000000000000000000000000000000000000000000000000000000001fc7",3,238,20101292
"0000000000000000000000000000000000000000000000000000000000001fd6",15,10298,20111590
"0000000000000000000000000000000000000000000000000000000000001ffb",37,47894,20159484
"0000000000000000000000000000000000000000000000000000000000002002",6,1698,20161182
"0000000000000000000000000000000000000000000000000000000000002003",1,76,20161258
"0000000000000000000000000000000000000000000000000000000000002039",54,56206,20217464
"0000000000000000000000000000000000000000000000000000000000002080",71,107125,20324589
"000000000000000000000000000000000000000000000000000000000000208c",12,150468,20475057
"00000000000000000000000000000000000000000000000000000000000020b2",38,150563,20625620
"00000000000000000000000000000000000000000000000000000000000020b8",6,17216,20642836
"00000000000000000000000000000000000000000000000000000000000020ea",50,258175,20901011
"00000000000000000000000000000000000000000000000000000000000020ed",3,231,20901242
"0000000000000000000000000000000000000000000000000000000000002116",40,141516,21042758
"000000000000000000000000000000000000000000000000000000000000212b",21,37786,21080544
"0000000000000000000000000000000000000000000000000000000000002142",23,5897,21086441
"000000000000000000000000000000000000000000000000000000000000214a",8,115697,21202138
"0000000000000000000000000000000000000000000000000000000000002150",6,458,21202596
"0000000000000000000000000000000000000000000000000000000000002161",17,72719,21275315
"0000000000000000000000000000000000000000000000000000000000002164",3,63398,21338713
"0000000000000000000000000000000000000000000000000000000000002170",12,3021,21341734
"0000000000000000000000000000000000000000000000000000000000002174",4,2400,21344134
"0000000000000000000000000000000000000000000000000000000000002181",13,29545,21373679
"0000000000000000000000000000000000000000000000000000000000002189",8,16942,21390621
"00000000000000000000000000000000000000000000000000000000000021c0",55,86951,21477572
