x0,3b922104b70c94b592659573a65c60fe2f225e395a542e48de5dc5a8269fe94f
Era,1,Eratimeout,300
"00000000000000000000000000000000000000000000000000000000000055b7",1314,1778542,61766172
"00000000000000000000000000000000000000000000000000000000000056a1",233,986062,62752234
"00000000000000000000000000000000000000000000000000000000000056e5",68,196272,62948506
"00000000000000000000000000000000000000000000000000000000000057f9",275,574121,63522627
"00000000000000000000000000000000000000000000000000000000000058db",225,792762,64315389
"0000000000000000000000000000000000000000000000000000000000005936",90,580363,64895752
"0000000000000000000000000000000000000000000000000000000000005af7",448,1798082,66693834
"0000000000000000000000000000000000000000000000000000000000005bf4",252,173918,66867752
"0000000000000000000000000000000000000000000000000000000000005e1b",548,325611,67193363
"00000000000000000000000000000000000000000000000000000000000061cd",943,2219389,69412752
"0000000000000000000000000000000000000000000000000000000000006328",345,936398,70349150
"0000000000000000000000000000000000000000000000000000000000006674",841,2831546,73180696
"0000000000000000000000000000000000000000000000000000000000006717",162,480931,73661627
"00000000000000000000000000000000000000000000000000000000000067a5",142,641113,74302740
"0000000000000000000000000000000000000000000000000000000000006913",364,1126350,75429090
"000000000000000000000000000000000000000000000000000000000000691e",11,1976,75431066
"0000000000000000000000000000000000000000000000000000000000006974",86,199330,75630396
"00000000000000000000000000000000000000000000000000000000000069a0",44,135346,75765742
"0000000000000000000000000000000000000000000000000000000000006b4b",425,1061885,76827627
"0000000000000000000000000000000000000000000000000000000000006c5d",273,242759,77070386
"0000000000000000000000000000000000000000000000000000000000006cd5",120,166394,77236780
"0000000000000000000000000000000000000000000000000000000000006f10",568,1370631,78607411
"000000000000000000000000000000000000000000000000000000000000709a",393,1896981,80504392
"000000000000000000000000000000000000000000000000000000000000714a",175,174084,80678476
"000000000000000000000000000000000000000000000000000000000000750e",960,2628837,83307313
"00000000000000000000000000000000000000000000000000000000000075a7",153,878657,84185970
"00000000000000000000000000000000000000000000000000000000000077f9",592,1866323,86052293
"0000000000000000000000000000000000000000000000000000000000007828",46,82224,86134517
"000000000000000000000000000000000000000000000000000000000000788d",101,612365,86746882
"0000000000000000000000000000000000000000000000000000000000007be3",851,2939838,89686720
"0000000000000000000000000000000000000000000000000000000000007c81",157,339860,90026580
"0000000000000000000000000000000000000000000000000000000000007e18",405,1224386,91250966
"0000000000000000000000000000000000000000000000000000000000007eae",150,680397,91931363
"0000000000000000000000000000000000000000000000000000000000008154",675,700494,92631857
"0000000000000000000000000000000000000000000000000000000000008331",475,335551,92967408
"0000000000000000000000000000000000000000000000000000000000008489",343,213544,93180952
"00000000000000000000000000000000000000000000000000000000000086ae",547,1229583,94410535
"00000000000000000000000000000000000000000000000000000000000086d1",35,153038,94563573
"0000000000000000000000000000000000000000000000000000000000008bc5",1263,1217569,95781142
"0000000000000000000000000000000000000000000000000000000000008d4c",389,1071849,96852991
"000000000000000000000000000000000000000000000000000000000000933c",1514,5291167,102144158
"00000000000000000000000000000000000000000000000000000000000093f9",189,452391,102596549
"000000000000000000000000000000000000000000000000000000000000962c",560,1394094,103990643
"000000000000000000000000000000000000000000000000000000000000964f",35,216031,104206674
"000000000000000000000000000000000000000000000000000000000000965d",14,66215,104272889
"000000000000000000000000000000000000000000000000000000000000979f",321,1582129,105855018
"00000000000000000000000000000000000000000000000000000000000098d1",305,1386006,107241024
"00000000000000000000000000000000000000000000000000000000000099af",221,1082879,108323903
"0000000000000000000000000000000000000000000000000000000000009a9d",237,114514,108438417
"0000000000000000000000000000000000000000000000000000000000009d62",706,548631,108987048
"0000000000000000000000000000000000000000000000000000000000009dac",74,72182,109059230
"0000000000000000000000000000000000000000000000000000000000009f18",362,1115204,110174434
"000000000000000000000000000000000000000000000000000000000000a0d8",447,2080699,112255133
"000000000000000000000000000000000000000000000000000000000000a115",60,180259,112435392
"000000000000000000000000000000000000000000000000000000000000a1a9",148,803151,113238543
"000000000000000000000000000000000000000000000000000000000000a655",1191,2336194,115574737
"000000000000000000000000000000000000000000000000000000000000a902",682,2386592,117961329
"000000000000000000000000000000000000000000000000000000000000a980",126,590000,118551329
"000000000000000000000000000000000000000000000000000000000000ac87",772,1954658,120505987
"000000000000000000000000000000000000000000000000000000000000ad2c",164,650001,121155988
"000000000000000000000000000000000000000000000000000000000000ad77",75,189759,121345747
"000000000000000000000000000000000000000000000000000000000000ae42",202,138166,121483913
"000000000000000000000000000000000000000000000000000000000000ae53",17,13025,121496938
"000000000000000000000000000000000000000000000000000000000000af72",286,214158,121711096
"000000000000000000000000000000000000000000000000000000000000b108",404,210957,121922053
"000000000000000000000000000000000000000000000000000000000000b4d3",968,834865,122756918
"000000000000000000000000000000000000000000000000000000000000b54d",121,476820,123233738
"000000000000000000000000000000000000000000000000000000000000b72b",476,1730592,124964330
"000000000000000000000000000000000000000000000000000000000000c590",3671,8722569,133686899
"000000000000000000000000000000000000000000000000000000000000c88a",759,1868040,135554939
"000000000000000000000000000000000000000000000000000000000000c936",171,915207,136470146
"000000000000000000000000000000000000000000000000000000000000cca2",873,2848546,139318692
"000000000000000000000000000000000000000000000000000000000000cf0f",618,2197945,141516637
"000000000000000000000000000000000000000000000000000000000000cf68",89,624625,142141262
"000000000000000000000000000000000000000000000000000000000000d060",247,974344,143115606
"000000000000000000000000000000000000000000000000000000000000d331",718,2280205,145395811
"000000000000000000000000000000000000000000000000000000000000d6d3",927,1033512,146429323
"000000000000000000000000000000000000000000000000000000000000d733",95,56093,146485416
"000000000000000000000000000000000000000000000000000000000000d737",4,567,146485983
"000000000000000000000000000000000000000000000000000000000000da17",733,1855014,148340997
"000000000000000000000000000000000000000000000000000000000000db1d",261,793653,149134650
"000000000000000000000000000000000000000000000000000000000000db6d",80,73529,149208179
"000000000000000000000000000000000000000000000000000000000000dbea",125,151164,149359343
"000000000000000000000000000000000000000000000000000000000000dd4b",351,562995,149922338
"000000000000000000000000000000000000000000000000000000000000df1a",461,299134,150221472
"000000000000000000000000000000000000000000000000000000000000e043",296,134060,150355532
"000000000000000000000000000000000000000000000000000000000000e336",752,758485,151114017
"000000000000000000000000000000000000000000000000000000000000e42a",243,173820,151287837
"000000000000000000000000000000000000000000000000000000000000e430",6,1877,151289714
"000000000000000000000000000000000000000000000000000000000000e60c",474,287741,151577455
"000000000000000000000000000000000000000000000000000000000000e657",75,352390,151929845
"000000000000000000000000000000000000000000000000000000000000e6d6",127,611545,152541390
"000000000000000000000000000000000000000000000000000000000000eb79",1182,4291209,156832599
"000000000000000000000000000000000000000000000000000000000000eee1",869,3137593,159970192
"000000000000000000000000000000000000000000000000000000000000f298",947,3220988,163191180
"000000000000000000000000000000000000000000000000000000000000f336",157,399755,163590935
"000000000000000000000000000000000000000000000000000000000000f683",842,3168490,166759425
"000000000000000000000000000000000000000000000000000000000000f81d",408,1643041,168402466
"000000000000000000000000000000000000000000000000000000000000fc1f",1022,2952919,171355385
"000000000000000000000000000000000000000000000000000000000000fc3e",31,37145,171392530
"000000000000000000000000000000000000000000000000000000000000fcc8",138,211466,171603996
"00000000000000000000000000000000000000000000000000000000000103e6",1560,5838565,177442561
"0000000000000000000000000000000000000000000000000000000000010406",31,119458,177562019
"0000000000000000000000000000000000000000000000000000000000010be5",2008,4941735,182503754
"0000000000000000000000000000000000000000000000000000000000010c69",131,368303,182872057
"0000000000000000000000000000000000000000000000000000000000010c82",25,11137,182883194
"0000000000000000000000000000000000000000000000000000000000010dab",296,1086886,183970080
"0000000000000000000000000000000000000000000000000000000000010e56",170,402051,184372131
"0000000000000000000000000000000000000000000000000000000000010f45",238,782092,185154223
"0000000000000000000000000000000000000000000000000000000000011113",460,1114000,186268223
"000000000000000000000000000000000000000000000000000000000001146a",852,3135447,189403670
"000000000000000000000000000000000000000000000000000000000001150e",163,309412,189713082
"000000000000000000000000000000000000000000000000000000000001154b",61,180239,189893321
"0000000000000000000000000000000000000000000000000000000000011902",947,957347,190850668
"0000000000000000000000000000000000000000000000000000000000011941",63,137443,190988111
"00000000000000000000000000000000000000000000000000000000000119a5",100,44099,191032210
"00000000000000000000000000000000000000000000000000000000000119c3",30,13275,191045485
"0000000000000000000000000000000000000000000000000000000000011b5c",407,961277,192006762
"0000000000000000000000000000000000000000000000000000000000011bee",146,88208,192094970
"0000000000000000000000000000000000000000000000000000000000011d14",292,815358,192910328
"00000000000000000000000000000000000000000000000000000000000120c2",939,3080435,195990763
"00000000000000000000000000000000000000000000000000000000000120d9",23,186494,196177257
"00000000000000000000000000000000000000000000000000000000000121c0",230,850535,197027792
"000000000000000000000000000000000000000000000000000000000001227c",187,590296,197618088
"0000000000000000000000000000000000000000000000000000000000012466",488,1739035,199357123
"0000000000000000000000000000000000000000000000000000000000012ad1",1637,5362070,204719193
"0000000000000000000000000000000000000000000000000000000000012cf3",544,674148,205393341
"00000000000000000000000000000000000000000000000000000000000131b4",1212,4267143,209660484
"00000000000000000000000000000000000000000000000000000000000133e7",561,2277343,211937827
"00000000000000000000000000000000000000000000000000000000000133ef",8,624,211938451
"000000000000000000000000000000000000000000000000000000000001370a",791,2266695,214205146
"0000000000000000000000000000000000000000000000000000000000013a14",775,3285079,217490225
"0000000000000000000000000000000000000000000000000000000000013bb0",411,943677,218433902
"0000000000000000000000000000000000000000000000000000000000013efb",840,1752728,220186630
"0000000000000000000000000000000000000000000000000000000000013f5f",99,363755,220550385
"0000000000000000000000000000000000000000000000000000000000014608",1698,5545491,226095876
"0000000000000000000000000000000000000000000000000000000000014928",797,2981408,229077284
"0000000000000000000000000000000000000000000000000000000000014c7e",851,2060534,231137818
"0000000000000000000000000000000000000000000000000000000000015118",1173,3153141,234290959
"0000000000000000000000000000000000000000000000000000000000015356",572,749270,235040229
"00000000000000000000000000000000000000000000000000000000000154f0",409,1258635,236298864
"0000000000000000000000000000000000000000000000000000000000015737",580,1639572,237938436
"0000000000000000000000000000000000000000000000000000000000015739",2,165,237938601
"0000000000000000000000000000000000000000000000000000000000015c0e",1232,1570898,239509499
"0000000000000000000000000000000000000000000000000000000000015ced",223,801288,240310787
"0000000000000000000000000000000000000000000000000000000000015ede",495,1821458,242132245
"0000000000000000000000000000000000000000000000000000000000015f1d",62,100234,242232479
"000000000000000000000000000000000000000000000000000000000001609b",381,1016425,243248904
"00000000000000000000000000000000000000000000000000000000000160e1",70,192039,243440943
"0000000000000000000000000000000000000000000000000000000000016bac",2752,8724175,252165118
"0000000000000000000000000000000000000000000000000000000000016c47",154,326327,252491445
"0000000000000000000000000000000000000000000000000000000000016d0c",196,324344,252815789
"0000000000000000000000000000000000000000000000000000000000017154",1092,2134881,254950670
"000000000000000000000000000000000000000000000000000000000001749b",836,2342247,257292917
"0000000000000000000000000000000000000000000000000000000000017af7",1622,5693184,262986101
"0000000000000000000000000000000000000000000000000000000000017b86",142,509181,263495282
"0000000000000000000000000000000000000000000000000000000000017c4b",196,859304,264354586
"0000000000000000000000000000000000000000000000000000000000017d0b",191,710988,265065574
"00000000000000000000000000000000000000000000000000000000000180bc",942,2686150,267751724
"0000000000000000000000000000000000000000000000000000000000018434",884,2983237,270734961
"00000000000000000000000000000000000000000000000000000000000187c3",908,3408792,274143753
"00000000000000000000000000000000000000000000000000000000000188d0",268,771073,274914826
"000000000000000000000000000000000000000000000000000000000001892a",89,146471,275061297
"0000000000000000000000000000000000000000000000000000000000018adf",436,1023060,276084357
"0000000000000000000000000000000000000000000000000000000000018c2f",334,602911,276687268
"0000000000000000000000000000000000000000000000000000000000018c3e",15,9177,276696445
"0000000000000000000000000000000000000000000000000000000000018d88",329,424883,277121328
"00000000000000000000000000000000000000000000000000000000000193db",1613,4339829,281461157
"0000000000000000000000000000000000000000000000000000000000019711",818,778655,282239812
"0000000000000000000000000000000000000000000000000000000000019832",288,640252,282880064
"0000000000000000000000000000000000000000000000000000000000019b69",820,2455026,285335090
"0000000000000000000000000000000000000000000000000000000000019bca",97,248692,285583782
"0000000000000000000000000000000000000000000000000000000000019be2",24,162700,285746482
"0000000000000000000000000000000000000000000000000000000000019c93",176,722179,286468661
"0000000000000000000000000000000000000000000000000000000000019f0c",630,1431386,287900047
"0000000000000000000000000000000000000000000000000000000000019fb4",168,137521,288037568
"000000000000000000000000000000000000000000000000000000000001a149",403,428181,288465749
"000000000000000000000000000000000000000000000000000000000001a1d0",135,147949,288613698
"000000000000000000000000000000000000000000000000000000000001a668",1171,2656945,291270643
"000000000000000000000000000000000000000000000000000000000001a814",426,975625,292246268
"000000000000000000000000000000000000000000000000000000000001ab98",897,1731061,293977329
"000000000000000000000000000000000000000000000000000000000001ad28",398,870718,294848047
"000000000000000000000000000000000000000000000000000000000001b11b",1007,3907688,298755735
