x0,3b922104b70c94b592659573a65c60fe2f225e395a542e48de5dc5a8269fe94f
Era,1,Eratimeout,300
"0000000000000000000000000000000000000000000000000000000000001ae7",219,195225,18405242
"0000000000000000000000000000000000000000000000000000000000001b1d",53,20781,18426023
"0000000000000000000000000000000000000000000000000000000000001b40",35,7165,18433188
"0000000000000000000000000000000000000000000000000000000000001b9c",92,54037,18487225
"0000000000000000000000000000000000000000000000000000000000001c68",203,262046,18749271
"0000000000000000000000000000000000000000000000000000000000001cbc",84,273874,19023145
"0000000000000000000000000000000000000000000000000000000000001d4f",146,381162,19404307
"0000000000000000000000000000000000000000000000000000000000001d66",23,70755,19475062
"0000000000000000000000000000000000000000000000000000000000001d7c",22,172173,19647235
"0000000000000000000000000000000000000000000000000000000000001dac",48,152302,19799537
"0000000000000000000000000000000000000000000000000000000000001e21",116,459320,20258857
"0000000000000000000000000000000000000000000000000000000000001e49",40,65979,20324836
"0000000000000000000000000000000000000000000000000000000000001ef1",168,519194,20844030
"0000000000000000000000000000000000000000000000000000000000001f12",32,25967,20869997
"0000000000000000000000000000000000000000000000000000000000001f13",1,231,20870228
"0000000000000000000000000000000000000000000000000000000000001f4b",56,13805,20884033
"00000000000000000000000000000000000000000000000000000000000020c4",376,375851,21259884
"0000000000000000000000000000000000000000000000000000000000002158",147,675639,21935523
"0000000000000000000000000000000000000000000000000000000000002189",49,207762,22143285
"00000000000000000000000000000000000000000000000000000000000021b5",44,168272,22311557
"00000000000000000000000000000000000000000000000000000000000021e6",49,334320,22645877
"00000000000000000000000000000000000000000000000000000000000022c0",217,79075,22724952
"00000000000000000000000000000000000000000000000000000000000022f9",57,44877,22769829
"000000000000000000000000000000000000000000000000000000000000230e",20,2038,22771867
"000000000000000000000000000000000000000000000000000000000000232f",33,14807,22786674
"0000000000000000000000000000000000000000000000000000000000002331",2,171,22786845
"00000000000000000000000000000000000000000000000000000000000023aa",121,115710,22902555
"00000000000000000000000000000000000000000000000000000000000023b1",7,58845,22961400
"0000000000000000000000000000000000000000000000000000000000002423",113,496694,23458094
"0000000000000000000000000000000000000000000000000000000000002481",94,566958,24025052
"0000000000000000000000000000000000000000000000000000000000002487",6,58365,24083417
"00000000000000000000000000000000000000000000000000000000000024cc",69,182569,24265986
"00000000000000000000000000000000000000000000000000000000000024d0",4,30804,24296790
"00000000000000000000000000000000000000000000000000000000000024db",11,33560,24330350
"00000000000000000000000000000000000000000000000000000000000024df",4,12168,24342518
"0000000000000000000000000000000000000000000000000000000000002590",176,498185,24840703
"00000000000000000000000000000000000000000000000000000000000025b4",36,125811,24966514
"000000000000000000000000000000000000000000000000000000000000263b",134,289259,25255773
"00000000000000000000000000000000000000000000000000000000000026a7",108,512094,25767867
"00000000000000000000000000000000000000000000000000000000000026be",23,136636,25904503
"000000000000000000000000000000000000000000000000000000000000275c",157,691616,26596119
"0000000000000000000000000000000000000000000000000000000000002771",21,108659,26704778
"00000000000000000000000000000000000000000000000000000000000027f2",129,223971,26928749
"0000000000000000000000000000000000000000000000000000000000002873",128,102070,27030819
"000000000000000000000000000000000000000000000000000000000000289e",43,56216,27087035
"0000000000000000000000000000000000000000000000000000000000002913",116,103547,27190582
"0000000000000000000000000000000000000000000000000000000000002933",32,37233,27227815
"00000000000000000000000000000000000000000000000000000000000029a2",111,139177,27366992
"00000000000000000000000000000000000000000000000000000000000029e1",63,381673,27748665
"0000000000000000000000000000000000000000000000000000000000002a1e",60,206332,27954997
"0000000000000000000000000000000000000000000000000000000000002a47",41,168066,28123063
"0000000000000000000000000000000000000000000000000000000000002a60",25,51510,28174573
"0000000000000000000000000000000000000000000000000000000000002af7",151,492670,28667243
"0000000000000000000000000000000000000000000000000000000000002b4a",82,203961,28871204
"0000000000000000000000000000000000000000000000000000000000002bdf",149,460982,29332186
"0000000000000000000000000000000000000000000000000000000000002c40",96,411621,29743807
"0000000000000000000000000000000000000000000000000000000000002cc1",129,610828,30354635
"0000000000000000000000000000000000000000000000000000000000002cc4",3,32339,30386974
"0000000000000000000000000000000000000000000000000000000000002cee",42,367269,30754243
"0000000000000000000000000000000000000000000000000000000000002d0d",30,113842,30868085
"0000000000000000000000000000000000000000000000000000000000002d7d",112,634408,31502493
"0000000000000000000000000000000000000000000000000000000000002daa",45,236939,31739432
"0000000000000000000000000000000000000000000000000000000000002e4f",164,446008,32185440
"0000000000000000000000000000000000000000000000000000000000002ebc",109,222710,32408150
"0000000000000000000000000000000000000000000000000000000000002ee7",43,143043,32551193
"0000000000000000000000000000000000000000000000000000000000002f4f",103,123891,32675084
"0000000000000000000000000000000000000000000000000000000000002f62",19,86841,32761925
"0000000000000000000000000000000000000000000000000000000000002f6b",9,22036,32783961
"0000000000000000000000000000000000000000000000000000000000002f9f",52,223219,33007180
"0000000000000000000000000000000000000000000000000000000000002ff6",87,59517,33066697
"0000000000000000000000000000000000000000000000000000000000003057",96,134163,33200860
"00000000000000000000000000000000000000000000000000000000000030d2",123,423964,33624824
"00000000000000000000000000000000000000000000000000000000000030dc",10,49484,33674308
"00000000000000000000000000000000000000000000000000000000000030e8",12,44861,33719169
"00000000000000000000000000000000000000000000000000000000000030ed",5,23108,33742277
"0000000000000000000000000000000000000000000000000000000000003103",21,84409,33826686
"000000000000000000000000000000000000000000000000000000000000314e",75,145411,33972097
"00000000000000000000000000000000000000000000000000000000000031df",145,688080,34660177
"0000000000000000000000000000000000000000000000000000000000003219",57,256448,34916625
"0000000000000000000000000000000000000000000000000000000000003235",28,97002,35013627
"0000000000000000000000000000000000000000000000000000000000003268",51,196645,35210272
"00000000000000000000000000000000000000000000000000000000000032f8",144,619631,35829903
"0000000000000000000000000000000000000000000000000000000000003330",55,380622,36210525
"00000000000000000000000000000000000000000000000000000000000033da",170,755052,36965577
"00000000000000000000000000000000000000000000000000000000000033db",1,79,36965656
"0000000000000000000000000000000000000000000000000000000000003437",91,324794,37290450
"000000000000000000000000000000000000000000000000000000000000348a",83,531552,37822002
"0000000000000000000000000000000000000000000000000000000000003507",124,606930,38428932
"0000000000000000000000000000000000000000000000000000000000003513",12,3347,38432279
"0000000000000000000000000000000000000000000000000000000000003556",67,351177,38783456
"00000000000000000000000000000000000000000000000000000000000035c0",106,170529,38953985
"00000000000000000000000000000000000000000000000000000000000035f3",51,57423,39011408
"0000000000000000000000000000000000000000000000000000000000003627",51,34123,39045531
"0000000000000000000000000000000000000000000000000000000000003653",44,15081,39060612
"00000000000000000000000000000000000000000000000000000000000036b3",96,134093,39194705
"00000000000000000000000000000000000000000000000000000000000036ec",57,221326,39416031
"00000000000000000000000000000000000000000000000000000000000036f3",7,528,39416559
"000000000000000000000000000000000000000000000000000000000000372c",56,271559,39688118
"0000000000000000000000000000000000000000000000000000000000003793",103,361553,40049671
"00000000000000000000000000000000000000000000000000000000000037fd",106,469218,40518889
"00000000000000000000000000000000000000000000000000000000000038e6",232,1315444,41834333
"00000000000000000000000000000000000000000000000000000000000038fe",24,27818,41862151
"000000000000000000000000000000000000000000000000000000000000390a",11,1004,41863155
"0000000000000000000000000000000000000000000000000000000000003978",110,150312,42013467
"00000000000000000000000000000000000000000000000000000000000039a9",49,204131,42217598
"0000000000000000000000000000000000000000000000000000000000003a52",168,620720,42838318
"0000000000000000000000000000000000000000000000000000000000003a8e",60,91509,42929827
"0000000000000000000000000000000000000000000000000000000000003adb",77,248805,43178632
"0000000000000000000000000000000000000000000000000000000000003b2f",83,266413,43445045
"0000000000000000000000000000000000000000000000000000000000003b3e",15,33483,43478528
"0000000000000000000000000000000000000000000000000000000000003b6f",49,189199,43667727
"0000000000000000000000000000000000000000000000000000000000003c05",149,559597,44227324
"0000000000000000000000000000000000000000000000000000000000003c0c",7,49538,44276862
"0000000000000000000000000000000000000000000000000000000000003c26",26,183408,44460270
"0000000000000000000000000000000000000000000000000000000000003c94",110,343472,44803742
"0000000000000000000000000000000000000000000000000000000000003d03",110,479115,45282857
"0000000000000000000000000000000000000000000000000000000000003d10",13,8671,45291528
"0000000000000000000000000000000000000000000000000000000000003d5e",78,97445,45388973
"0000000000000000000000000000000000000000000000000000000000003d7c",30,12377,45401350
"0000000000000000000000000000000000000000000000000000000000003df0",116,232956,45634306
"0000000000000000000000000000000000000000000000000000000000003df8",8,26510,45660816
"0000000000000000000000000000000000000000000000000000000000003e10",23,98639,45759455
"0000000000000000000000000000000000000000000000000000000000003e5d",77,193476,45952931
"0000000000000000000000000000000000000000000000000000000000003e81",36,48788,46001719
"0000000000000000000000000000000000000000000000000000000000003e91",16,22670,46024389
"0000000000000000000000000000000000000000000000000000000000003e93",2,176,46024565
"0000000000000000000000000000000000000000000000000000000000003f2e",154,133708,46158273
"0000000000000000000000000000000000000000000000000000000000004074",325,397014,46555287
"00000000000000000000000000000000000000000000000000000000000040e5",113,101808,46657095
"00000000000000000000000000000000000000000000000000000000000040e9",4,373,46657468
"00000000000000000000000000000000000000000000000000000000000040ee",5,492,46657960
"00000000000000000000000000000000000000000000000000000000000040ef",1,3720,46661680
"000000000000000000000000000000000000000000000000000000000000411a",42,52603,46714283
"0000000000000000000000000000000000000000000000000000000000004187",109,568924,47283207
"0000000000000000000000000000000000000000000000000000000000004266",222,768774,48051981
"000000000000000000000000000000000000000000000000000000000000429e",56,217712,48269693
"00000000000000000000000000000000000000000000000000000000000043b3",276,612214,48881907
"00000000000000000000000000000000000000000000000000000000000043ef",60,31731,48913638
"0000000000000000000000000000000000000000000000000000000000004404",20,8130,48921768
"0000000000000000000000000000000000000000000000000000000000004417",19,8219,48929987
"00000000000000000000000000000000000000000000000000000000000044d1",186,269728,49199715
"0000000000000000000000000000000000000000000000000000000000004504",50,235453,49435168
"0000000000000000000000000000000000000000000000000000000000004515",17,63034,49498202
"0000000000000000000000000000000000000000000000000000000000004580",107,521812,50020014
"0000000000000000000000000000000000000000000000000000000000004581",1,114,50020128
"0000000000000000000000000000000000000000000000000000000000004594",19,180951,50201079
"00000000000000000000000000000000000000000000000000000000000045b4",32,106750,50307829
"00000000000000000000000000000000000000000000000000000000000045b6",2,1818,50309647
"00000000000000000000000000000000000000000000000000000000000045c2",12,6918,50316565
"0000000000000000000000000000000000000000000000000000000000004614",81,504220,50820785
"0000000000000000000000000000000000000000000000000000000000004617",3,409,50821194
"000000000000000000000000000000000000000000000000000000000000466e",87,206816,51028010
"00000000000000000000000000000000000000000000000000000000000046d3",101,405625,51433635
"00000000000000000000000000000000000000000000000000000000000046dd",10,3633,51437268
"0000000000000000000000000000000000000000000000000000000000004714",54,258291,51695559
"0000000000000000000000000000000000000000000000000000000000004720",12,89759,51785318
"0000000000000000000000000000000000000000000000000000000000004766",70,243400,52028718
"000000000000000000000000000000000000000000000000000000000000476d",7,2373,52031091
"0000000000000000000000000000000000000000000000000000000000004778",11,31015,52062106
"00000000000000000000000000000000000000000000000000000000000047af",55,178045,52240151
"00000000000000000000000000000000000000000000000000000000000047b4",5,1339,52241490
"00000000000000000000000000000000000000000000000000000000000047bf",11,6819,52248309
"00000000000000000000000000000000000000000000000000000000000047c5",6,766,52249075
"00000000000000000000000000000000000000000000000000000000000047f0",43,168591,52417666
"000000000000000000000000000000000000000000000000000000000000482d",60,245396,52663062
"000000000000000000000000000000000000000000000000000000000000495f",305,723459,53386521
"0000000000000000000000000000000000000000000000000000000000004979",26,17565,53404086
"00000000000000000000000000000000000000000000000000000000000049ab",50,58771,53462857
"00000000000000000000000000000000000000000000000000000000000049d7",44,175655,53638512
"0000000000000000000000000000000000000000000000000000000000004a3c",100,602900,54241412
"0000000000000000000000000000000000000000000000000000000000004a72",54,254116,54495528
"0000000000000000000000000000000000000000000000000000000000004a8a",24,34872,54530400
"0000000000000000000000000000000000000000000000000000000000004a93",9,17565,54547965
"0000000000000000000000000000000000000000000000000000000000004afb",104,439043,54987008
"0000000000000000000000000000000000000000000000000000000000004b00",4,12560,54999568
"0000000000000000000000000000000000000000000000000000000000004b18",24,268636,55268204
"0000000000000000000000000000000000000000000000000000000000004b5d",69,418884,55687088
"0000000000000000000000000000000000000000000000000000000000004ba3",70,114346,55801434
"0000000000000000000000000000000000000000000000000000000000004bb3",16,14281,55815715
"0000000000000000000000000000000000000000000000000000000000004bb6",3,241,55815956
"0000000000000000000000000000000000000000000000000000000000004bde",40,44188,55860144
"0000000000000000000000000000000000000000000000000000000000004c58",121,136374,55996518
"0000000000000000000000000000000000000000000000000000000000004d0e",181,105170,56101688
"0000000000000000000000000000000000000000000000000000000000004d25",23,23218,56124906
"0000000000000000000000000000000000000000000000000000000000004d6e",73,154649,56279555
"0000000000000000000000000000000000000000000000000000000000004da7",57,418782,56698337
"0000000000000000000000000000000000000000000000000000000000004de4",61,276489,56974826
"0000000000000000000000000000000000000000000000000000000000004f07",289,688764,57663590
"0000000000000000000000000000000000000000000000000000000000004f43",60,110148,57773738
"0000000000000000000000000000000000000000000000000000000000004fb0",109,555462,58329200
"0000000000000000000000000000000000000000000000000000000000004fd2",34,61148,58390348
"0000000000000000000000000000000000000000000000000000000000004fea",24,166056,58556404
"0000000000000000000000000000000000000000000000000000000000005024",57,239743,58796147
"0000000000000000000000000000000000000000000000000000000000005027",3,420,58796567
"000000000000000000000000000000000000000000000000000000000000509e",119,475357,59271924
"00000000000000000000000000000000000000000000000000000000000050bc",30,219413,59491337
"0000000000000000000000000000000000000000000000000000000000005101",68,220080,59711417
"0000000000000000000000000000000000000000000000000000000000005165",100,515958,60227375
"000000000000000000000000000000000000000000000000000000000000517c",23,136856,60364231
"000000000000000000000000000000000000000000000000000000000000517f",3,25091,60389322
"0000000000000000000000000000000000000000000000000000000000005180",1,90,60389412
"000000000000000000000000000000000000000000000000000000000000519f",31,157369,60546781
"00000000000000000000000000000000000000000000000000000000000051c6",39,96002,60642783
"00000000000000000000000000000000000000000000000000000000000051f8",50,233268,60876051
"00000000000000000000000000000000000000000000000000000000000052c0",199,428612,61304663
"0000000000000000000000000000000000000000000000000000000000005303",66,47948,61352611
"0000000000000000000000000000000000000000000000000000000000005321",30,19873,61372484
"000000000000000000000000000000000000000000000000000000000000539a",121,136327,61508811
"00000000000000000000000000000000000000000000000000000000000053a7",13,3341,61512152
"00000000000000000000000000000000000000000000000000000000000053bd",22,11655,61523807
"00000000000000000000000000000000000000000000000000000000000053dc",31,69224,61593031
"000000000000000000000000000000000000000000000000000000000000540c",47,45955,61638986
"00000000000000000000000000000000000000000000000000000000000054fb",239,119116,61758102
"0000000000000000000000000000000000000000000000000000000000005518",28,5367,61763469
"0000000000000000000000000000000000000000000000000000000000005650",311,220406,61983875
"0000000000000000000000000000000000000000000000000000000000005651",1,82,61983957
"0000000000000000000000000000000000000000000000000000000000005678",39,11992,61995949
"000000000000000000000000000000000000000000000000000000000000573b",194,103920,62099869
"0000000000000000000000000000000000000000000000000000000000005744",9,1977,62101846
"00000000000000000000000000000000000000000000000000000000000057cd",137,47458,62149304
"000000000000000000000000000000000000000000000000000000000000585f",145,82976,62232280
"00000000000000000000000000000000000000000000000000000000000058bf",96,188912,62421192
"00000000000000000000000000000000000000000000000000000000000058cd",14,60811,62482003
"00000000000000000000000000000000000000000000000000000000000058ec",31,132397,62614400
"000000000000000000000000000000000000000000000000000000000000594a",93,521419,63135819
"0000000000000000000000000000000000000000000000000000000000005963",25,106927,63242746
"0000000000000000000000000000000000000000000000000000000000005978",21,97115,63339861
"0000000000000000000000000000000000000000000000000000000000005985",13,10809,63350670
"0000000000000000000000000000000000000000000000000000000000005993",14,117599,63468269
"00000000000000000000000000000000000000000000000000000000000059e6",83,594434,64062703
"0000000000000000000000000000000000000000000000000000000000005a50",105,489709,64552412
"0000000000000000000000000000000000000000000000000000000000005a7d",45,167778,64720190
"0000000000000000000000000000000000000000000000000000000000005ad3",86,274072,64994262
"0000000000000000000000000000000000000000000000000000000000005ae8",21,3113,64997375
"0000000000000000000000000000000000000000000000000000000000005aee",6,19774,65017149
"0000000000000000000000000000000000000000000000000000000000005b05",22,39361,65056510
"0000000000000000000000000000000000000000000000000000000000005b6c",103,358063,65414573
"0000000000000000000000000000000000000000000000000000000000005c07",154,167200,65581773
"0000000000000000000000000000000000000000000000000000000000005c20",25,5705,65587478
"0000000000000000000000000000000000000000000000000000000000005c7c",92,145112,65732590
"0000000000000000000000000000000000000000000000000000000000005ca2",38,165022,65897612
"0000000000000000000000000000000000000000000000000000000000005cf5",83,272943,66170555
"0000000000000000000000000000000000000000000000000000000000005d04",14,92343,66262898
"0000000000000000000000000000000000000000000000000000000000005d25",33,172466,66435364
"0000000000000000000000000000000000000000000000000000000000005d4c",39,223960,66659324
"0000000000000000000000000000000000000000000000000000000000005dc6",122,412796,67072120
"0000000000000000000000000000000000000000000000000000000000005de4",30,74145,67146265
"0000000000000000000000000000000000000000000000000000000000005eab",198,714164,67860429
"0000000000000000000000000000000000000000000000000000000000005f1a",110,300637,68161066
"0000000000000000000000000000000000000000000000000000000000005f74",90,360781,68521847
"0000000000000000000000000000000000000000000000000000000000005f7c",8,53380,68575227
"0000000000000000000000000000000000000000000000000000000000005f89",13,30996,68606223
"0000000000000000000000000000000000000000000000000000000000006020",150,956032,69562255
"0000000000000000000000000000000000000000000000000000000000006044",36,290570,69852825
"000000000000000000000000000000000000000000000000000000000000605d",25,92616,69945441
"0000000000000000000000000000000000000000000000000000000000006069",12,1661,69947102
"00000000000000000000000000000000000000000000000000000000000060b7",78,96524,70043626
"00000000000000000000000000000000000000000000000000000000000060da",35,7671,70051297
"0000000000000000000000000000000000000000000000000000000000006115",58,58068,70109365
"000000000000000000000000000000000000000000000000000000000000613f",42,33512,70142877
"0000000000000000000000000000000000000000000000000000000000006170",49,50933,70193810
"00000000000000000000000000000000000000000000000000000000000061b4",68,71909,70265719
"00000000000000000000000000000000000000000000000000000000000061d4",32,43606,70309325
"0000000000000000000000000000000000000000000000000000000000006225",80,107746,70417071
"0000000000000000000000000000000000000000000000000000000000006243",30,28567,70445638
"00000000000000000000000000000000000000000000000000000000000062f5",178,651051,71096689
"000000000000000000000000000000000000000000000000000000000000638e",152,759969,71856658
"000000000000000000000000000000000000000000000000000000000000638f",1,83,71856741
"00000000000000000000000000000000000000000000000000000000000063b1",34,100767,71957508
"00000000000000000000000000000000000000000000000000000000000063cc",27,169593,72127101
"0000000000000000000000000000000000000000000000000000000000006400",51,159412,72286513
"0000000000000000000000000000000000000000000000000000000000006406",6,24940,72311453
"0000000000000000000000000000000000000000000000000000000000006414",14,73901,72385354
"000000000000000000000000000000000000000000000000000000000000641f",11,145104,72530458
"0000000000000000000000000000000000000000000000000000000000006460",65,238632,72769090
"000000000000000000000000000000000000000000000000000000000000646b",11,59925,72829015
"0000000000000000000000000000000000000000000000000000000000006487",28,37595,72866610
"0000000000000000000000000000000000000000000000000000000000006494",13,39287,72905897
"00000000000000000000000000000000000000000000000000000000000064e7",83,71440,72977337
"00000000000000000000000000000000000000000000000000000000000064ea",3,2526,72979863
"000000000000000000000000000000000000000000000000000000000000655d",114,86719,73066582
"000000000000000000000000000000000000000000000000000000000000656e",17,15141,73081723
"000000000000000000000000000000000000000000000000000000000000668f",288,711200,73792923
"00000000000000000000000000000000000000000000000000000000000066af",32,167650,73960573
"000000000000000000000000000000000000000000000000000000000000675c",172,618618,74579191
"000000000000000000000000000000000000000000000000000000000000676c",16,42607,74621798
"00000000000000000000000000000000000000000000000000000000000067a8",60,218276,74840074
"00000000000000000000000000000000000000000000000000000000000067d9",49,120075,74960149
"0000000000000000000000000000000000000000000000000000000000006806",44,43523,75003672
"000000000000000000000000000000000000000000000000000000000000680d",7,857,75004529
"0000000000000000000000000000000000000000000000000000000000006810",3,349,75004878
"0000000000000000000000000000000000000000000000000000000000006831",33,5072,75009950
"000000000000000000000000000000000000000000000000000000000000683b",10,4096,75014046
"0000000000000000000000000000000000000000000000000000000000006847",12,11343,75025389
"000000000000000000000000000000000000000000000000000000000000686c",37,85114,75110503
"000000000000000000000000000000000000000000000000000000000000686f",3,27975,75138478
"00000000000000000000000000000000000000000000000000000000000068e7",120,782460,75920938
"0000000000000000000000000000000000000000000000000000000000006919",49,72804,75993742
"000000000000000000000000000000000000000000000000000000000000692c",19,11509,76005251
"0000000000000000000000000000000000000000000000000000000000006967",59,17583,76022834
"00000000000000000000000000000000000000000000000000000000000069dd",118,172067,76194901
"0000000000000000000000000000000000000000000000000000000000006a1d",63,208102,76403003
"0000000000000000000000000000000000000000000000000000000000006a27",10,745,76403748
"0000000000000000000000000000000000000000000000000000000000006a2e",7,7776,76411524
"0000000000000000000000000000000000000000000000000000000000006aba",140,96048,76507572
"0000000000000000000000000000000000000000000000000000000000006acb",17,12877,76520449
"0000000000000000000000000000000000000000000000000000000000006acc",1,7226,76527675
"0000000000000000000000000000000000000000000000000000000000006b25",88,87830,76615505
"0000000000000000000000000000000000000000000000000000000000006b7d",88,60289,76675794
"0000000000000000000000000000000000000000000000000000000000006b83",6,10959,76686753
